day_order,day,calendar_date,days_since_day1,days_since_planting,days_since_previous_photo,tray,tray_no,capture_id,microbe_status,treatment,fixed_environment,observed_environment,environment_group,microbe_treatment,treatment_environment,microbe_environment,heat_phase,moisture_phase,moisture_watered_today,cells_processed,valid_observed_ndvi_cells,valid_observed_ndre_cells,mean_observed_ndvi,median_observed_ndvi,mean_adjusted_ndvi,median_adjusted_ndvi,mean_observed_ndre,median_observed_ndre,mean_adjusted_ndre,median_adjusted_ndre,day7_imputed_cells,mean_ndvi_adjustment,mean_ndre_adjustment,status
6,Day 6,2026-07-04,5,7,1,Tray 3,3,DJI_20260704134620_0003,No Microbes,Moisture,Outside,Outside,Outside,No Microbes | Moisture,Moisture | Outside,No Microbes | Outside,Not Heat,Watered on Day 6,Yes,70,70,70,0.30500300526618956,0.303217351436615,0.30500300526618956,0.303217351436615,-0.04746714441903995,-0.044900197535753195,-0.04746714441903995,-0.044900197535753195,0,0.0,0.0,PASS
6,Day 6,2026-07-04,5,7,1,Tray 4,4,DJI_20260704134702_0004,No Microbes,Heat,Dynamic Heat,Inside,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,Returned inside - recovery start,Not Moisture,Daily watering,70,70,70,0.2968490149293627,0.2995323240756988,0.2968490149293627,0.2995323240756988,-0.05571936423491149,-0.0566841028630733,-0.05571936423491149,-0.0566841028630733,0,0.0,0.0,PASS
6,Day 6,2026-07-04,5,7,1,Tray 5,5,DJI_20260704134723_0005,Microbes,Moisture,Inside,Inside,Inside,Microbes | Moisture,Moisture | Inside,Microbes | Inside,Not Heat,Watered on Day 6,Yes,70,70,70,0.3060092662061964,0.3068125247955322,0.3060092662061964,0.3068125247955322,-0.0401037148000406,-0.03721155226230615,-0.0401037148000406,-0.03721155226230615,0,0.0,0.0,PASS
6,Day 6,2026-07-04,5,7,1,Tray 6,6,DJI_20260704134748_0006,Microbes,Heat,Dynamic Heat,Inside,Dynamic Heat,Microbes | Heat,Heat | Dynamic Heat,Microbes | Dynamic Heat,Returned inside - recovery start,Not Moisture,Daily watering,70,70,70,0.31366727011544365,0.3159854859113693,0.31366727011544365,0.3159854859113693,-0.022383604067103307,-0.0212832130491733,-0.022383604067103307,-0.0212832130491733,0,0.0,0.0,PASS
6,Day 6,2026-07-04,5,7,1,Tray 7,7,DJI_20260704134820_0007,Microbes,Ideal,Outside,Outside,Outside,Microbes | Ideal,Ideal | Outside,Microbes | Outside,Not Heat,Not Moisture,Daily watering,70,70,70,0.3130244144371578,0.31441526114940643,0.3130244144371578,0.31441526114940643,-0.02658842670997335,-0.0270831380039453,-0.02658842670997335,-0.0270831380039453,0,0.0,0.0,PASS
6,Day 6,2026-07-04,5,7,1,Tray 8,8,DJI_20260704134909_0008,Microbes,Heat,Dynamic Heat,Inside,Dynamic Heat,Microbes | Heat,Heat | Dynamic Heat,Microbes | Dynamic Heat,Returned inside - recovery start,Not Moisture,Daily watering,70,70,70,0.3116157518965857,0.3106708228588104,0.3116157518965857,0.3106708228588104,-0.035699100427362754,-0.0385164190083742,-0.035699100427362754,-0.0385164190083742,0,0.0,0.0,PASS
6,Day 6,2026-07-04,5,7,1,Tray 9,9,DJI_20260704134957_0009,Microbes,Ideal,Inside,Inside,Inside,Microbes | Ideal,Ideal | Inside,Microbes | Inside,Not Heat,Not Moisture,Daily watering,70,70,70,0.2993316692965371,0.30110299587249756,0.2993316692965371,0.30110299587249756,-0.04018549729870362,-0.040196955204009954,-0.04018549729870362,-0.040196955204009954,0,0.0,0.0,PASS
6,Day 6,2026-07-04,5,7,1,Tray 10,10,DJI_20260704135020_0010,Microbes,Moisture,Outside,Outside,Outside,Microbes | Moisture,Moisture | Outside,Microbes | Outside,Not Heat,Watered on Day 6,Yes,70,70,70,0.3123409780008452,0.3109426498413086,0.3123409780008452,0.3109426498413086,-0.024942933014660502,-0.0242560682818293,-0.024942933014660502,-0.0242560682818293,0,0.0,0.0,PASS
6,Day 6,2026-07-04,5,7,1,Tray 11,11,DJI_20260704135050_0011,No Microbes,Heat,Dynamic Heat,Inside,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,Returned inside - recovery start,Not Moisture,Daily watering,70,70,70,0.29853131685938156,0.30230268836021423,0.29853131685938156,0.30230268836021423,-0.04516246228345799,-0.0440775025635957,-0.04516246228345799,-0.0440775025635957,0,0.0,0.0,PASS
6,Day 6,2026-07-04,5,7,1,Tray 12,12,DJI_20260704135127_0012,No Microbes,Moisture,Inside,Inside,Inside,No Microbes | Moisture,Moisture | Inside,No Microbes | Inside,Not Heat,Watered on Day 6,Yes,70,70,70,0.29970670895917073,0.2982384860515594,0.29970670895917073,0.2982384860515594,-0.04940324758312528,-0.04914397001266475,-0.04940324758312528,-0.04914397001266475,0,0.0,0.0,PASS
7,Day 7,2026-07-07,8,10,3,Tray 1,1,DJI_20260707125025_0001,No Microbes,Ideal,Inside,Inside,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,Not Heat,Not Moisture,Daily watering,70,70,70,0.3007961577602795,0.30711396038532257,0.2590320143316474,0.2579935342073443,-0.046832462080887344,-0.04807398281991475,-0.08597973931921707,-0.08397139795124531,60,-0.04176414342863209,-0.039147277238329725,PASS
7,Day 7,2026-07-07,8,10,3,Tray 2,2,DJI_20260707125114_0002,No Microbes,Ideal,Outside,Outside,Outside,No Microbes | Ideal,Ideal | Outside,No Microbes | Outside,Not Heat,Not Moisture,Daily watering,70,70,70,0.28722527154854366,0.2884125262498855,0.28722527154854366,0.2884125262498855,-0.07348630242049689,-0.07179911062121384,-0.07348630242049689,-0.07179911062121384,0,0.0,0.0,PASS
7,Day 7,2026-07-07,8,10,3,Tray 3,3,DJI_20260707125152_0003,No Microbes,Moisture,Outside,Outside,Outside,No Microbes | Moisture,Moisture | Outside,No Microbes | Outside,Not Heat,Final unwatered interval,No,70,70,70,0.2767056441732815,0.2750026434659958,0.27724199273756567,0.27559003233909607,-0.08113991974719928,-0.07981673255562774,-0.08113477925903026,-0.07981673255562774,2,0.00053634856428419,5.1404881690214815e-06,PASS
7,Day 7,2026-07-07,8,10,3,Tray 4,4,DJI_20260707125241_0004,No Microbes,Heat,Dynamic Heat,Inside,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,Inside recovery,Not Moisture,Daily watering,70,70,70,0.29053903775555745,0.2936858534812927,0.2833168368254389,0.2932058423757553,-0.0699085954044546,-0.0688177719712257,-0.06652926478002749,-0.0686368495225906,18,-0.007222200930118538,0.0033793306244271123,PASS
7,Day 7,2026-07-07,8,10,3,Tray 5,5,DJI_20260707125327_0005,Microbes,Moisture,Inside,Inside,Inside,Microbes | Moisture,Moisture | Inside,Microbes | Inside,Not Heat,Final unwatered interval,No,70,70,70,0.29273010002715244,0.2897568643093109,0.2852906663502966,0.282931312918663,-0.040541765486289294,-0.04254392907023424,-0.04950857639695247,-0.0455247368663549,45,-0.007439433676855835,-0.008966810910663174,PASS
7,Day 7,2026-07-07,8,10,3,Tray 6,6,DJI_20260707125404_0006,Microbes,Heat,Dynamic Heat,Inside,Dynamic Heat,Microbes | Heat,Heat | Dynamic Heat,Microbes | Dynamic Heat,Inside recovery,Not Moisture,Daily watering,70,70,70,0.2923297992774418,0.29164019227027893,0.2923297992774418,0.29164019227027893,-0.05988421331026719,-0.0572002064436674,-0.05988421331026719,-0.0572002064436674,0,0.0,0.0,PASS
7,Day 7,2026-07-07,8,10,3,Tray 7,7,DJI_20260707125452_0007,Microbes,Ideal,Outside,Outside,Outside,Microbes | Ideal,Ideal | Outside,Microbes | Outside,Not Heat,Not Moisture,Daily watering,70,70,70,0.29242185418094907,0.2937072664499283,0.2921954814876829,0.2937072664499283,-0.05813250342117884,-0.0592615585774183,-0.0583444395036037,-0.05976054631173605,2,-0.0002263726932661858,-0.00021193608242485847,PASS
7,Day 7,2026-07-07,8,10,3,Tray 8,8,DJI_20260707125545_0008,Microbes,Heat,Dynamic Heat,Inside,Dynamic Heat,Microbes | Heat,Heat | Dynamic Heat,Microbes | Dynamic Heat,Inside recovery,Not Moisture,Daily watering,70,70,70,0.30998500372682297,0.30735771358013153,0.30669096899884085,0.306388720870018,-0.04981441527072868,-0.04892653785645955,-0.051754877733973005,-0.050264374120160826,8,-0.003294034727982097,-0.0019404624632443246,PASS
7,Day 7,2026-07-07,8,10,3,Tray 9,9,DJI_20260707125629_0009,Microbes,Ideal,Inside,Inside,Inside,Microbes | Ideal,Ideal | Inside,Microbes | Inside,Not Heat,Not Moisture,Daily watering,70,70,70,0.28865330134119305,0.29109983146190643,0.266282833474023,0.2749919220805168,-0.05107070420469552,-0.051100824028253555,-0.06639588156332521,-0.05689435638487335,36,-0.022370467867170018,-0.015325177358629696,PASS
7,Day 7,2026-07-07,8,10,3,Tray 10,10,DJI_20260707125716_0010,Microbes,Moisture,Outside,Outside,Outside,Microbes | Moisture,Moisture | Outside,Microbes | Outside,Not Heat,Final unwatered interval,No,70,70,70,0.2972265822546823,0.2954594492912292,0.2972265822546823,0.2954594492912292,-0.05320655110159086,-0.0501713585108518,-0.05320655110159086,-0.0501713585108518,0,0.0,0.0,PASS
7,Day 7,2026-07-07,8,10,3,Tray 11,11,DJI_20260707125749_0011,No Microbes,Heat,Dynamic Heat,Inside,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,Inside recovery,Not Moisture,Daily watering,70,70,70,0.28394803830555504,0.2848827540874481,0.28990526965686253,0.2886957675218582,-0.06526508017310069,-0.061736861243844005,-0.052308245728324515,-0.05735616199672215,18,0.005957231351307487,0.01295683444477618,PASS
7,Day 7,2026-07-07,8,10,3,Tray 12,12,DJI_20260707125838_0012,No Microbes,Moisture,Inside,Inside,Inside,No Microbes | Moisture,Moisture | Inside,No Microbes | Inside,Not Heat,Final unwatered interval,No,70,70,70,0.28879697237695967,0.2875937223434448,0.2933168438928468,0.2889554798603058,-0.06536877903022932,-0.06403101608157155,-0.059843979908951656,-0.06437529250979421,9,0.004519871515887139,0.005524799121277671,PASS
