day_order,day,tray,logical_key,capture_id,capture_ids_seen,status,process_bands,source_d,source_ms_g,source_ms_r,source_ms_re,source_ms_nir,output_d,output_ms_g,output_ms_r,output_ms_re,output_ms_nir,d_crop_width,d_crop_height,ms_crop_width,ms_crop_height,notes
2,Day 2,Tray 7,0007,DJI_20260620131539_0007,DJI_20260620131539_0007,PASS,MS,Day 2\Tray 7\DJI_20260620131539_0007_D.JPG,Day 2\Tray 7\DJI_20260620131539_0007_MS_G.TIF,Day 2\Tray 7\DJI_20260620131539_0007_MS_R.TIF,Day 2\Tray 7\DJI_20260620131539_0007_MS_RE.TIF,Day 2\Tray 7\DJI_20260620131539_0007_MS_NIR.TIF,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 7\DJI_20260620131539_0007_D.JPG,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 7\DJI_20260620131539_0007_MS_G.TIF,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 7\DJI_20260620131539_0007_MS_R.TIF,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 7\DJI_20260620131539_0007_MS_RE.TIF,C:\Users\tshib\OneDrive\Desktop\Internship\outputs\Second Trial\01_Crop_Dual_Reference\Day 2\Tray 7\DJI_20260620131539_0007_MS_NIR.TIF,,,1380,863,Cropped successfully.
