day_order,day,calendar_date,days_since_planting,days_since_day1,days_since_previous_photo,tray,tray_no,label_code,microbe_status,treatment,label_environment,observed_environment,environment_type,watering_rule,heat_phase,moisture_watered_today,moisture_phase,day7_bug_rule_applies,capture_id,raw_green_cells,raw_green_percent,tracked_emerged_cells,tracked_emergence_percent,newly_emerged_today,newly_emerged_percent,carried_forward_cells,mean_green_area_percent,mean_rgb_green_cover_percent,possible_day7_bug_eaten_cells,overlay_path,mask_path,status,notes
4,Day 4,2/07/2026,5,3,1,Tray 12,12,N/M,No Microbes,Moisture,Inside,Inside,Fixed,Scheduled watering,N/A,No,Dry period after Day 3 watering,No,DJI_20260702130419_0012,68,97.14285714285714,69,98.57142857142858,4,5.714285714285714,1,1.7862876075727436,1.7862876075727436,0,Day 4\Tray 12\overlays\DJI_20260702130419_0012_visible_emergence_overlay.jpg,Day 4\Tray 12\masks\DJI_20260702130419_0012_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
5,Day 5,3/07/2026,6,4,1,Tray 1,1,N/M,No Microbes,Ideal,Inside,Inside,Fixed,Daily watering,N/A,Daily watering,Daily watering control,No,DJI_20260703124705_0001,70,100,70,100,0,0,0,3.7016306821091347,3.7016306821091347,0,Day 5\Tray 1\overlays\DJI_20260703124705_0001_visible_emergence_overlay.jpg,Day 5\Tray 1\masks\DJI_20260703124705_0001_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
5,Day 5,3/07/2026,6,4,1,Tray 2,2,N/M,No Microbes,Ideal,Outside,Outside,Fixed,Daily watering,N/A,Daily watering,Daily watering control,No,DJI_20260703124740_0002,63,90,63,90,0,0,0,2.490666762854618,2.490666762854618,0,Day 5\Tray 2\overlays\DJI_20260703124740_0002_visible_emergence_overlay.jpg,Day 5\Tray 2\masks\DJI_20260703124740_0002_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
5,Day 5,3/07/2026,6,4,1,Tray 3,3,N/M,No Microbes,Moisture,Outside,Outside,Fixed,Scheduled watering,N/A,No,Dry period after Day 3 watering,No,DJI_20260703125319_0003,65,92.85714285714286,66,94.28571428571428,1,1.4285714285714286,1,1.6487286733505824,1.6487286733505824,0,Day 5\Tray 3\overlays\DJI_20260703125319_0003_visible_emergence_overlay.jpg,Day 5\Tray 3\masks\DJI_20260703125319_0003_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
5,Day 5,3/07/2026,6,4,1,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Outside,Dynamic,Daily watering,Outside heat exposure,Daily watering,Daily watering control,No,DJI_20260703125401_0004,70,100,70,100,0,0,0,3.427914879749048,3.427914879749048,0,Day 5\Tray 4\overlays\DJI_20260703125401_0004_visible_emergence_overlay.jpg,Day 5\Tray 4\masks\DJI_20260703125401_0004_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
5,Day 5,3/07/2026,6,4,1,Tray 5,5,M,Microbes,Moisture,Inside,Inside,Fixed,Scheduled watering,N/A,No,Dry period after Day 3 watering,No,DJI_20260703125433_0005,70,100,70,100,0,0,0,3.9418256494755717,3.9418256494755717,0,Day 5\Tray 5\overlays\DJI_20260703125433_0005_visible_emergence_overlay.jpg,Day 5\Tray 5\masks\DJI_20260703125433_0005_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
5,Day 5,3/07/2026,6,4,1,Tray 6,6,M,Microbes,Heat,Dynamic,Outside,Dynamic,Daily watering,Outside heat exposure,Daily watering,Daily watering control,No,DJI_20260703125521_0006,67,95.71428571428572,67,95.71428571428572,0,0,0,3.399929637,3.399929637,0,Day 5\Tray 6\overlays\DJI_20260703125521_0006_visible_emergence_overlay.jpg,Day 5\Tray 6\masks\DJI_20260703125521_0006_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
5,Day 5,3/07/2026,6,4,1,Tray 7,7,M,Microbes,Ideal,Outside,Outside,Fixed,Daily watering,N/A,Daily watering,Daily watering control,No,DJI_20260703125555_0007,66,94.28571428571428,67,95.71428571428572,1,1.4285714285714286,1,2.444838319277472,2.444838319277472,0,Day 5\Tray 7\overlays\DJI_20260703125555_0007_visible_emergence_overlay.jpg,Day 5\Tray 7\masks\DJI_20260703125555_0007_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
5,Day 5,3/07/2026,6,4,1,Tray 8,8,M,Microbes,Heat,Dynamic,Outside,Dynamic,Daily watering,Outside heat exposure,Daily watering,Daily watering control,No,DJI_20260703125615_0008,69,98.57142857142858,69,98.57142857142858,0,0,0,3.085068661,3.085068661,0,Day 5\Tray 8\overlays\DJI_20260703125615_0008_visible_emergence_overlay.jpg,Day 5\Tray 8\masks\DJI_20260703125615_0008_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
5,Day 5,3/07/2026,6,4,1,Tray 9,9,M,Microbes,Ideal,Inside,Inside,Fixed,Daily watering,N/A,Daily watering,Daily watering control,No,DJI_20260703125656_0009,67,95.71428571428572,67,95.71428571428572,0,0,0,3.5769808516996036,3.5769808516996036,0,Day 5\Tray 9\overlays\DJI_20260703125656_0009_visible_emergence_overlay.jpg,Day 5\Tray 9\masks\DJI_20260703125656_0009_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
5,Day 5,3/07/2026,6,4,1,Tray 10,10,M,Microbes,Moisture,Outside,Outside,Fixed,Scheduled watering,N/A,No,Dry period after Day 3 watering,No,DJI_20260703125724_0010,65,92.85714285714286,66,94.28571428571428,6,8.571428571428571,1,1.2478141217216523,1.2478141217216523,0,Day 5\Tray 10\overlays\DJI_20260703125724_0010_visible_emergence_overlay.jpg,Day 5\Tray 10\masks\DJI_20260703125724_0010_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
5,Day 5,3/07/2026,6,4,1,Tray 11,11,N/M,No Microbes,Heat,Dynamic,Outside,Dynamic,Daily watering,Outside heat exposure,Daily watering,Daily watering control,No,DJI_20260703125745_0011,69,98.57142857142858,69,98.57142857142858,0,0,0,2.9291871805664744,2.9291871805664744,0,Day 5\Tray 11\overlays\DJI_20260703125745_0011_visible_emergence_overlay.jpg,Day 5\Tray 11\masks\DJI_20260703125745_0011_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
5,Day 5,3/07/2026,6,4,1,Tray 12,12,N/M,No Microbes,Moisture,Inside,Inside,Fixed,Scheduled watering,N/A,No,Dry period after Day 3 watering,No,DJI_20260703125807_0012,68,97.14285714285714,69,98.57142857142858,0,0,1,2.2509072256693696,2.2509072256693696,0,Day 5\Tray 12\overlays\DJI_20260703125807_0012_visible_emergence_overlay.jpg,Day 5\Tray 12\masks\DJI_20260703125807_0012_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
6,Day 6,4/07/2026,7,5,1,Tray 1,1,N/M,No Microbes,Ideal,Inside,Inside,Fixed,Daily watering,N/A,Daily watering,Daily watering control,No,DJI_20260704134522_0001,69,98.57142857142858,70,100,0,0,1,4.974537206820173,4.974537206820173,0,Day 6\Tray 1\overlays\DJI_20260704134522_0001_visible_emergence_overlay.jpg,Day 6\Tray 1\masks\DJI_20260704134522_0001_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
6,Day 6,4/07/2026,7,5,1,Tray 2,2,N/M,No Microbes,Ideal,Outside,Outside,Fixed,Daily watering,N/A,Daily watering,Daily watering control,No,DJI_20260704134551_0002,64,91.42857142857143,64,91.42857142857143,1,1.4285714285714286,0,2.9628984700131067,2.9628984700131067,0,Day 6\Tray 2\overlays\DJI_20260704134551_0002_visible_emergence_overlay.jpg,Day 6\Tray 2\masks\DJI_20260704134551_0002_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
6,Day 6,4/07/2026,7,5,1,Tray 3,3,N/M,No Microbes,Moisture,Outside,Outside,Fixed,Scheduled watering,N/A,Yes,Watered on Day 6,No,DJI_20260704134620_0003,66,94.28571428571428,67,95.71428571428572,1,1.4285714285714286,1,2.396484264673477,2.396484264673477,0,Day 6\Tray 3\overlays\DJI_20260704134620_0003_visible_emergence_overlay.jpg,Day 6\Tray 3\masks\DJI_20260704134620_0003_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
6,Day 6,4/07/2026,7,5,1,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Moved inside; recovery begins,Daily watering,Daily watering control,No,DJI_20260704134702_0004,52,74.28571428571429,70,100,0,0,18,2.9167406354695977,2.9167406354695977,0,Day 6\Tray 4\overlays\DJI_20260704134702_0004_visible_emergence_overlay.jpg,Day 6\Tray 4\masks\DJI_20260704134702_0004_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
6,Day 6,4/07/2026,7,5,1,Tray 5,5,M,Microbes,Moisture,Inside,Inside,Fixed,Scheduled watering,N/A,Yes,Watered on Day 6,No,DJI_20260704134723_0005,70,100,70,100,0,0,0,5.0392601551488205,5.0392601551488205,0,Day 6\Tray 5\overlays\DJI_20260704134723_0005_visible_emergence_overlay.jpg,Day 6\Tray 5\masks\DJI_20260704134723_0005_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
6,Day 6,4/07/2026,7,5,1,Tray 6,6,M,Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Moved inside; recovery begins,Daily watering,Daily watering control,No,DJI_20260704134748_0006,68,97.14285714285714,68,97.14285714285714,1,1.4285714285714286,0,4.9559186301610545,4.9559186301610545,0,Day 6\Tray 6\overlays\DJI_20260704134748_0006_visible_emergence_overlay.jpg,Day 6\Tray 6\masks\DJI_20260704134748_0006_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
6,Day 6,4/07/2026,7,5,1,Tray 7,7,M,Microbes,Ideal,Outside,Outside,Fixed,Daily watering,N/A,Daily watering,Daily watering control,No,DJI_20260704134820_0007,68,97.14285714285714,68,97.14285714285714,1,1.4285714285714286,0,3.331463242823467,3.331463242823467,0,Day 6\Tray 7\overlays\DJI_20260704134820_0007_visible_emergence_overlay.jpg,Day 6\Tray 7\masks\DJI_20260704134820_0007_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
6,Day 6,4/07/2026,7,5,1,Tray 8,8,M,Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Moved inside; recovery begins,Daily watering,Daily watering control,No,DJI_20260704134909_0008,62,88.57142857142857,70,100,1,1.4285714285714286,8,4.050652258291716,4.050652258291716,0,Day 6\Tray 8\overlays\DJI_20260704134909_0008_visible_emergence_overlay.jpg,Day 6\Tray 8\masks\DJI_20260704134909_0008_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
6,Day 6,4/07/2026,7,5,1,Tray 9,9,M,Microbes,Ideal,Inside,Inside,Fixed,Daily watering,N/A,Daily watering,Daily watering control,No,DJI_20260704134957_0009,53,75.71428571428571,67,95.71428571428572,0,0,14,2.5508693216708256,2.5508693216708256,0,Day 6\Tray 9\overlays\DJI_20260704134957_0009_visible_emergence_overlay.jpg,Day 6\Tray 9\masks\DJI_20260704134957_0009_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
6,Day 6,4/07/2026,7,5,1,Tray 10,10,M,Microbes,Moisture,Outside,Outside,Fixed,Scheduled watering,N/A,Yes,Watered on Day 6,No,DJI_20260704135020_0010,67,95.71428571428572,67,95.71428571428572,1,1.4285714285714286,0,1.7540522417306716,1.7540522417306716,0,Day 6\Tray 10\overlays\DJI_20260704135020_0010_visible_emergence_overlay.jpg,Day 6\Tray 10\masks\DJI_20260704135020_0010_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
6,Day 6,4/07/2026,7,5,1,Tray 11,11,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Moved inside; recovery begins,Daily watering,Daily watering control,No,DJI_20260704135050_0011,52,74.28571428571429,69,98.57142857142858,0,0,17,2.446249436902026,2.446249436902026,0,Day 6\Tray 11\overlays\DJI_20260704135050_0011_visible_emergence_overlay.jpg,Day 6\Tray 11\masks\DJI_20260704135050_0011_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
6,Day 6,4/07/2026,7,5,1,Tray 12,12,N/M,No Microbes,Moisture,Inside,Inside,Fixed,Scheduled watering,N/A,Yes,Watered on Day 6,No,DJI_20260704135127_0012,68,97.14285714285714,69,98.57142857142858,0,0,1,3.027833694565768,3.027833694565768,0,Day 6\Tray 12\overlays\DJI_20260704135127_0012_visible_emergence_overlay.jpg,Day 6\Tray 12\masks\DJI_20260704135127_0012_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
7,Day 7,7/07/2026,10,8,3,Tray 1,1,N/M,No Microbes,Ideal,Inside,Inside,Fixed,Daily watering,N/A,Daily watering,Daily watering control,Yes,DJI_20260707125025_0001,10,14.285714285714285,70,100,0,0,60,0.099301268,0.099301268,60,Day 7\Tray 1\overlays\DJI_20260707125025_0001_visible_emergence_overlay.jpg,Day 7\Tray 1\masks\DJI_20260707125025_0001_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
7,Day 7,7/07/2026,10,8,3,Tray 2,2,N/M,No Microbes,Ideal,Outside,Outside,Fixed,Daily watering,N/A,Daily watering,Daily watering control,Yes,DJI_20260707125114_0002,65,92.85714285714286,65,92.85714285714286,1,1.4285714285714286,0,4.026672971167272,4.026672971167272,0,Day 7\Tray 2\overlays\DJI_20260707125114_0002_visible_emergence_overlay.jpg,Day 7\Tray 2\masks\DJI_20260707125114_0002_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
7,Day 7,7/07/2026,10,8,3,Tray 3,3,N/M,No Microbes,Moisture,Outside,Outside,Fixed,Scheduled watering,N/A,No,Unwatered after Day 6; final photo,Yes,DJI_20260707125152_0003,65,92.85714285714286,67,95.71428571428572,0,0,2,3.6315599166376673,3.6315599166376673,2,Day 7\Tray 3\overlays\DJI_20260707125152_0003_visible_emergence_overlay.jpg,Day 7\Tray 3\masks\DJI_20260707125152_0003_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
7,Day 7,7/07/2026,10,8,3,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,52,74.28571428571429,70,100,0,0,18,3.5739008021188448,3.5739008021188448,18,Day 7\Tray 4\overlays\DJI_20260707125241_0004_visible_emergence_overlay.jpg,Day 7\Tray 4\masks\DJI_20260707125241_0004_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
7,Day 7,7/07/2026,10,8,3,Tray 5,5,M,Microbes,Moisture,Inside,Inside,Fixed,Scheduled watering,N/A,No,Unwatered after Day 6; final photo,Yes,DJI_20260707125327_0005,25,35.714285714285715,70,100,0,0,45,0.9386016742469447,0.9386016742469447,45,Day 7\Tray 5\overlays\DJI_20260707125327_0005_visible_emergence_overlay.jpg,Day 7\Tray 5\masks\DJI_20260707125327_0005_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
7,Day 7,7/07/2026,10,8,3,Tray 6,6,M,Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125404_0006,68,97.14285714285714,68,97.14285714285714,0,0,0,7.160083007174419,7.160083007174419,0,Day 7\Tray 6\overlays\DJI_20260707125404_0006_visible_emergence_overlay.jpg,Day 7\Tray 6\masks\DJI_20260707125404_0006_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
7,Day 7,7/07/2026,10,8,3,Tray 7,7,M,Microbes,Ideal,Outside,Outside,Fixed,Daily watering,N/A,Daily watering,Daily watering control,Yes,DJI_20260707125452_0007,66,94.28571428571428,68,97.14285714285714,0,0,2,6.4594685905518405,6.4594685905518405,2,Day 7\Tray 7\overlays\DJI_20260707125452_0007_visible_emergence_overlay.jpg,Day 7\Tray 7\masks\DJI_20260707125452_0007_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
7,Day 7,7/07/2026,10,8,3,Tray 8,8,M,Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125545_0008,62,88.57142857142857,70,100,0,0,8,6.048075358196107,6.048075358196107,8,Day 7\Tray 8\overlays\DJI_20260707125545_0008_visible_emergence_overlay.jpg,Day 7\Tray 8\masks\DJI_20260707125545_0008_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
7,Day 7,7/07/2026,10,8,3,Tray 9,9,M,Microbes,Ideal,Inside,Inside,Fixed,Daily watering,N/A,Daily watering,Daily watering control,Yes,DJI_20260707125629_0009,31,44.285714285714285,67,95.71428571428572,0,0,36,1.162386730267202,1.162386730267202,36,Day 7\Tray 9\overlays\DJI_20260707125629_0009_visible_emergence_overlay.jpg,Day 7\Tray 9\masks\DJI_20260707125629_0009_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
7,Day 7,7/07/2026,10,8,3,Tray 10,10,M,Microbes,Moisture,Outside,Outside,Fixed,Scheduled watering,N/A,No,Unwatered after Day 6; final photo,Yes,DJI_20260707125716_0010,67,95.71428571428572,67,95.71428571428572,0,0,0,3.0903016365391056,3.0903016365391056,0,Day 7\Tray 10\overlays\DJI_20260707125716_0010_visible_emergence_overlay.jpg,Day 7\Tray 10\masks\DJI_20260707125716_0010_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
7,Day 7,7/07/2026,10,8,3,Tray 11,11,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125749_0011,51,72.85714285714285,69,98.57142857142858,0,0,18,2.8387972860270425,2.8387972860270425,18,Day 7\Tray 11\overlays\DJI_20260707125749_0011_visible_emergence_overlay.jpg,Day 7\Tray 11\masks\DJI_20260707125749_0011_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
7,Day 7,7/07/2026,10,8,3,Tray 12,12,N/M,No Microbes,Moisture,Inside,Inside,Fixed,Scheduled watering,N/A,No,Unwatered after Day 6; final photo,Yes,DJI_20260707125838_0012,60,85.71428571428571,69,98.57142857142858,0,0,9,5.8600362570770015,5.8600362570770015,9,Day 7\Tray 12\overlays\DJI_20260707125838_0012_visible_emergence_overlay.jpg,Day 7\Tray 12\masks\DJI_20260707125838_0012_green_mask.png,PASS,Observed values only; no Day 7 imputation performed.
