day_order,day,tray,tray_no,logical_key,capture_id,capture_ids_seen,layout_source,status,process_bands,source_d,source_ms_g,source_ms_r,source_ms_re,source_ms_nir,output_d,output_ms_g,output_ms_r,output_ms_re,output_ms_nir,d_crop_width,d_crop_height,ms_crop_width,ms_crop_height,notes
6,Day 6,Tray 8,8,8,DJI_20260704134909_0008,DJI_20260704134909_0008,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 6\Tray 8\DJI_20260704134909_0008_D.JPG,Day 6\Tray 8\DJI_20260704134909_0008_MS_G.TIF,Day 6\Tray 8\DJI_20260704134909_0008_MS_R.TIF,Day 6\Tray 8\DJI_20260704134909_0008_MS_RE.TIF,Day 6\Tray 8\DJI_20260704134909_0008_MS_NIR.TIF,Day 6\Tray 8\DJI_20260704134909_0008_D.JPG,Day 6\Tray 8\DJI_20260704134909_0008_MS_G.TIF,Day 6\Tray 8\DJI_20260704134909_0008_MS_R.TIF,Day 6\Tray 8\DJI_20260704134909_0008_MS_RE.TIF,Day 6\Tray 8\DJI_20260704134909_0008_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
6,Day 6,Tray 9,9,9,DJI_20260704134957_0009,DJI_20260704134957_0009,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 6\Tray 9\DJI_20260704134957_0009_D.JPG,Day 6\Tray 9\DJI_20260704134957_0009_MS_G.TIF,Day 6\Tray 9\DJI_20260704134957_0009_MS_R.TIF,Day 6\Tray 9\DJI_20260704134957_0009_MS_RE.TIF,Day 6\Tray 9\DJI_20260704134957_0009_MS_NIR.TIF,Day 6\Tray 9\DJI_20260704134957_0009_D.JPG,Day 6\Tray 9\DJI_20260704134957_0009_MS_G.TIF,Day 6\Tray 9\DJI_20260704134957_0009_MS_R.TIF,Day 6\Tray 9\DJI_20260704134957_0009_MS_RE.TIF,Day 6\Tray 9\DJI_20260704134957_0009_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
6,Day 6,Tray 10,10,10,DJI_20260704135020_0010,DJI_20260704135020_0010,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 6\Tray 10\DJI_20260704135020_0010_D.JPG,Day 6\Tray 10\DJI_20260704135020_0010_MS_G.TIF,Day 6\Tray 10\DJI_20260704135020_0010_MS_R.TIF,Day 6\Tray 10\DJI_20260704135020_0010_MS_RE.TIF,Day 6\Tray 10\DJI_20260704135020_0010_MS_NIR.TIF,Day 6\Tray 10\DJI_20260704135020_0010_D.JPG,Day 6\Tray 10\DJI_20260704135020_0010_MS_G.TIF,Day 6\Tray 10\DJI_20260704135020_0010_MS_R.TIF,Day 6\Tray 10\DJI_20260704135020_0010_MS_RE.TIF,Day 6\Tray 10\DJI_20260704135020_0010_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
6,Day 6,Tray 11,11,11,DJI_20260704135050_0011,DJI_20260704135050_0011,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 6\Tray 11\DJI_20260704135050_0011_D.JPG,Day 6\Tray 11\DJI_20260704135050_0011_MS_G.TIF,Day 6\Tray 11\DJI_20260704135050_0011_MS_R.TIF,Day 6\Tray 11\DJI_20260704135050_0011_MS_RE.TIF,Day 6\Tray 11\DJI_20260704135050_0011_MS_NIR.TIF,Day 6\Tray 11\DJI_20260704135050_0011_D.JPG,Day 6\Tray 11\DJI_20260704135050_0011_MS_G.TIF,Day 6\Tray 11\DJI_20260704135050_0011_MS_R.TIF,Day 6\Tray 11\DJI_20260704135050_0011_MS_RE.TIF,Day 6\Tray 11\DJI_20260704135050_0011_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
6,Day 6,Tray 12,12,12,DJI_20260704135127_0012,DJI_20260704135127_0012,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 6\Tray 12\DJI_20260704135127_0012_D.JPG,Day 6\Tray 12\DJI_20260704135127_0012_MS_G.TIF,Day 6\Tray 12\DJI_20260704135127_0012_MS_R.TIF,Day 6\Tray 12\DJI_20260704135127_0012_MS_RE.TIF,Day 6\Tray 12\DJI_20260704135127_0012_MS_NIR.TIF,Day 6\Tray 12\DJI_20260704135127_0012_D.JPG,Day 6\Tray 12\DJI_20260704135127_0012_MS_G.TIF,Day 6\Tray 12\DJI_20260704135127_0012_MS_R.TIF,Day 6\Tray 12\DJI_20260704135127_0012_MS_RE.TIF,Day 6\Tray 12\DJI_20260704135127_0012_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
7,Day 7,Tray 1,1,1,DJI_20260707125025_0001,DJI_20260707125025_0001,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 7\Tray 1\DJI_20260707125025_0001_D.JPG,Day 7\Tray 1\DJI_20260707125025_0001_MS_G.TIF,Day 7\Tray 1\DJI_20260707125025_0001_MS_R.TIF,Day 7\Tray 1\DJI_20260707125025_0001_MS_RE.TIF,Day 7\Tray 1\DJI_20260707125025_0001_MS_NIR.TIF,Day 7\Tray 1\DJI_20260707125025_0001_D.JPG,Day 7\Tray 1\DJI_20260707125025_0001_MS_G.TIF,Day 7\Tray 1\DJI_20260707125025_0001_MS_R.TIF,Day 7\Tray 1\DJI_20260707125025_0001_MS_RE.TIF,Day 7\Tray 1\DJI_20260707125025_0001_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
7,Day 7,Tray 2,2,2,DJI_20260707125114_0002,DJI_20260707125114_0002,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 7\Tray 2\DJI_20260707125114_0002_D.JPG,Day 7\Tray 2\DJI_20260707125114_0002_MS_G.TIF,Day 7\Tray 2\DJI_20260707125114_0002_MS_R.TIF,Day 7\Tray 2\DJI_20260707125114_0002_MS_RE.TIF,Day 7\Tray 2\DJI_20260707125114_0002_MS_NIR.TIF,Day 7\Tray 2\DJI_20260707125114_0002_D.JPG,Day 7\Tray 2\DJI_20260707125114_0002_MS_G.TIF,Day 7\Tray 2\DJI_20260707125114_0002_MS_R.TIF,Day 7\Tray 2\DJI_20260707125114_0002_MS_RE.TIF,Day 7\Tray 2\DJI_20260707125114_0002_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
7,Day 7,Tray 3,3,3,DJI_20260707125152_0003,DJI_20260707125152_0003,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 7\Tray 3\DJI_20260707125152_0003_D.JPG,Day 7\Tray 3\DJI_20260707125152_0003_MS_G.TIF,Day 7\Tray 3\DJI_20260707125152_0003_MS_R.TIF,Day 7\Tray 3\DJI_20260707125152_0003_MS_RE.TIF,Day 7\Tray 3\DJI_20260707125152_0003_MS_NIR.TIF,Day 7\Tray 3\DJI_20260707125152_0003_D.JPG,Day 7\Tray 3\DJI_20260707125152_0003_MS_G.TIF,Day 7\Tray 3\DJI_20260707125152_0003_MS_R.TIF,Day 7\Tray 3\DJI_20260707125152_0003_MS_RE.TIF,Day 7\Tray 3\DJI_20260707125152_0003_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
7,Day 7,Tray 4,4,4,DJI_20260707125241_0004,DJI_20260707125241_0004,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 7\Tray 4\DJI_20260707125241_0004_D.JPG,Day 7\Tray 4\DJI_20260707125241_0004_MS_G.TIF,Day 7\Tray 4\DJI_20260707125241_0004_MS_R.TIF,Day 7\Tray 4\DJI_20260707125241_0004_MS_RE.TIF,Day 7\Tray 4\DJI_20260707125241_0004_MS_NIR.TIF,Day 7\Tray 4\DJI_20260707125241_0004_D.JPG,Day 7\Tray 4\DJI_20260707125241_0004_MS_G.TIF,Day 7\Tray 4\DJI_20260707125241_0004_MS_R.TIF,Day 7\Tray 4\DJI_20260707125241_0004_MS_RE.TIF,Day 7\Tray 4\DJI_20260707125241_0004_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
7,Day 7,Tray 5,5,5,DJI_20260707125327_0005,DJI_20260707125327_0005,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 7\Tray 5\DJI_20260707125327_0005_D.JPG,Day 7\Tray 5\DJI_20260707125327_0005_MS_G.TIF,Day 7\Tray 5\DJI_20260707125327_0005_MS_R.TIF,Day 7\Tray 5\DJI_20260707125327_0005_MS_RE.TIF,Day 7\Tray 5\DJI_20260707125327_0005_MS_NIR.TIF,Day 7\Tray 5\DJI_20260707125327_0005_D.JPG,Day 7\Tray 5\DJI_20260707125327_0005_MS_G.TIF,Day 7\Tray 5\DJI_20260707125327_0005_MS_R.TIF,Day 7\Tray 5\DJI_20260707125327_0005_MS_RE.TIF,Day 7\Tray 5\DJI_20260707125327_0005_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
7,Day 7,Tray 6,6,6,DJI_20260707125404_0006,DJI_20260707125404_0006,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 7\Tray 6\DJI_20260707125404_0006_D.JPG,Day 7\Tray 6\DJI_20260707125404_0006_MS_G.TIF,Day 7\Tray 6\DJI_20260707125404_0006_MS_R.TIF,Day 7\Tray 6\DJI_20260707125404_0006_MS_RE.TIF,Day 7\Tray 6\DJI_20260707125404_0006_MS_NIR.TIF,Day 7\Tray 6\DJI_20260707125404_0006_D.JPG,Day 7\Tray 6\DJI_20260707125404_0006_MS_G.TIF,Day 7\Tray 6\DJI_20260707125404_0006_MS_R.TIF,Day 7\Tray 6\DJI_20260707125404_0006_MS_RE.TIF,Day 7\Tray 6\DJI_20260707125404_0006_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
7,Day 7,Tray 7,7,7,DJI_20260707125452_0007,DJI_20260707125452_0007,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 7\Tray 7\DJI_20260707125452_0007_D.JPG,Day 7\Tray 7\DJI_20260707125452_0007_MS_G.TIF,Day 7\Tray 7\DJI_20260707125452_0007_MS_R.TIF,Day 7\Tray 7\DJI_20260707125452_0007_MS_RE.TIF,Day 7\Tray 7\DJI_20260707125452_0007_MS_NIR.TIF,Day 7\Tray 7\DJI_20260707125452_0007_D.JPG,Day 7\Tray 7\DJI_20260707125452_0007_MS_G.TIF,Day 7\Tray 7\DJI_20260707125452_0007_MS_R.TIF,Day 7\Tray 7\DJI_20260707125452_0007_MS_RE.TIF,Day 7\Tray 7\DJI_20260707125452_0007_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
7,Day 7,Tray 8,8,8,DJI_20260707125545_0008,DJI_20260707125545_0008,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 7\Tray 8\DJI_20260707125545_0008_D.JPG,Day 7\Tray 8\DJI_20260707125545_0008_MS_G.TIF,Day 7\Tray 8\DJI_20260707125545_0008_MS_R.TIF,Day 7\Tray 8\DJI_20260707125545_0008_MS_RE.TIF,Day 7\Tray 8\DJI_20260707125545_0008_MS_NIR.TIF,Day 7\Tray 8\DJI_20260707125545_0008_D.JPG,Day 7\Tray 8\DJI_20260707125545_0008_MS_G.TIF,Day 7\Tray 8\DJI_20260707125545_0008_MS_R.TIF,Day 7\Tray 8\DJI_20260707125545_0008_MS_RE.TIF,Day 7\Tray 8\DJI_20260707125545_0008_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
7,Day 7,Tray 9,9,9,DJI_20260707125629_0009,DJI_20260707125629_0009,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 7\Tray 9\DJI_20260707125629_0009_D.JPG,Day 7\Tray 9\DJI_20260707125629_0009_MS_G.TIF,Day 7\Tray 9\DJI_20260707125629_0009_MS_R.TIF,Day 7\Tray 9\DJI_20260707125629_0009_MS_RE.TIF,Day 7\Tray 9\DJI_20260707125629_0009_MS_NIR.TIF,Day 7\Tray 9\DJI_20260707125629_0009_D.JPG,Day 7\Tray 9\DJI_20260707125629_0009_MS_G.TIF,Day 7\Tray 9\DJI_20260707125629_0009_MS_R.TIF,Day 7\Tray 9\DJI_20260707125629_0009_MS_RE.TIF,Day 7\Tray 9\DJI_20260707125629_0009_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
7,Day 7,Tray 10,10,10,DJI_20260707125716_0010,DJI_20260707125716_0010,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 7\Tray 10\DJI_20260707125716_0010_D.JPG,Day 7\Tray 10\DJI_20260707125716_0010_MS_G.TIF,Day 7\Tray 10\DJI_20260707125716_0010_MS_R.TIF,Day 7\Tray 10\DJI_20260707125716_0010_MS_RE.TIF,Day 7\Tray 10\DJI_20260707125716_0010_MS_NIR.TIF,Day 7\Tray 10\DJI_20260707125716_0010_D.JPG,Day 7\Tray 10\DJI_20260707125716_0010_MS_G.TIF,Day 7\Tray 10\DJI_20260707125716_0010_MS_R.TIF,Day 7\Tray 10\DJI_20260707125716_0010_MS_RE.TIF,Day 7\Tray 10\DJI_20260707125716_0010_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
7,Day 7,Tray 11,11,11,DJI_20260707125749_0011,DJI_20260707125749_0011,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 7\Tray 11\DJI_20260707125749_0011_D.JPG,Day 7\Tray 11\DJI_20260707125749_0011_MS_G.TIF,Day 7\Tray 11\DJI_20260707125749_0011_MS_R.TIF,Day 7\Tray 11\DJI_20260707125749_0011_MS_RE.TIF,Day 7\Tray 11\DJI_20260707125749_0011_MS_NIR.TIF,Day 7\Tray 11\DJI_20260707125749_0011_D.JPG,Day 7\Tray 11\DJI_20260707125749_0011_MS_G.TIF,Day 7\Tray 11\DJI_20260707125749_0011_MS_R.TIF,Day 7\Tray 11\DJI_20260707125749_0011_MS_RE.TIF,Day 7\Tray 11\DJI_20260707125749_0011_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
7,Day 7,Tray 12,12,12,DJI_20260707125838_0012,DJI_20260707125838_0012; DJI_20260707125839_0012,tray_folder_mapping,SKIPPED_EXISTS,ALL,Day 7\Tray 12\DJI_20260707125838_0012_D.JPG,Day 7\Tray 12\DJI_20260707125839_0012_MS_G.TIF,Day 7\Tray 12\DJI_20260707125839_0012_MS_R.TIF,Day 7\Tray 12\DJI_20260707125839_0012_MS_RE.TIF,Day 7\Tray 12\DJI_20260707125839_0012_MS_NIR.TIF,Day 7\Tray 12\DJI_20260707125838_0012_D.JPG,Day 7\Tray 12\DJI_20260707125838_0012_MS_G.TIF,Day 7\Tray 12\DJI_20260707125838_0012_MS_R.TIF,Day 7\Tray 12\DJI_20260707125838_0012_MS_RE.TIF,Day 7\Tray 12\DJI_20260707125838_0012_MS_NIR.TIF,,,,,Expected outputs already exist. Use --redo to overwrite.
