day_order,day,tray,tray_no,capture_id,cell_id,row,column,centre_x,centre_y,square_x0,square_y0,square_x1,square_y1,square_side,ndvi_valid_pixels,ndvi_mean,ndvi_median,ndvi_std,ndvi_p10,ndvi_p90,ndre_valid_pixels,ndre_mean,ndre_median,ndre_std,ndre_p10,ndre_p90,coordinate_source,needs_review
1,Day 1,Tray 1,1,DJI_20260618124632_0008,12,2,2,211.518,209.583,158.433,156.499,264.602,262.668,106.169,11449,0.29049479961395264,0.3083586096763611,0.2083350569009781,0.007080201059579849,0.5417613983154297,11449,-0.08273520320653915,-0.10484780371189117,0.20681250095367432,-0.37276512384414673,0.19430358707904816,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,13,2,3,348.666,209.168,295.581,156.083,401.75,262.252,106.169,11236,0.31118568778038025,0.3394365906715393,0.19874003529548645,0.05421138182282448,0.5457980632781982,11236,-0.0562615841627121,-0.05828418582677841,0.21475668251514435,-0.3572126626968384,0.2298213243484497,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,14,2,4,485.814,208.752,432.729,155.667,538.898,261.836,106.169,11236,0.3110432028770447,0.33275091648101807,0.20014341175556183,0.044572360813617706,0.5623533725738525,11236,-0.05348590016365051,-0.08491907268762589,0.22514237463474274,-0.34971290826797485,0.26030421257019043,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,15,2,5,622.962,208.336,569.877,155.252,676.046,261.421,106.169,11236,0.30544179677963257,0.3378315567970276,0.22641731798648834,0.01995529979467392,0.56351637840271,11236,-0.043361302465200424,-0.035972971469163895,0.2506263852119446,-0.4208577275276184,0.26901698112487793,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,16,2,6,760.11,207.921,707.025,154.836,813.194,261.005,106.169,11236,0.30738574266433716,0.3513513505458832,0.2072298228740692,0.04808656498789787,0.5375939607620239,11236,-0.05472125485539436,-0.04547842592000961,0.2257489711046219,-0.36750710010528564,0.23039782047271729,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,17,2,7,897.258,207.505,844.173,154.421,950.342,260.59,106.169,11342,0.3104236125946045,0.3653610348701477,0.19709482789039612,0.04851744323968887,0.5280752778053284,11342,-0.0788402333855629,-0.09325259923934937,0.19861555099487305,-0.3311699628829956,0.16422531008720398,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,18,2,8,1034.406,207.09,981.321,154.005,1087.49,260.174,106.169,11236,0.31866130232810974,0.3548711836338043,0.1888272911310196,0.07041852176189423,0.5384944677352905,11236,-0.06330074369907379,-0.04760352522134781,0.20544306933879852,-0.33866822719573975,0.19183173775672913,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,19,2,9,1171.554,206.674,1118.469,153.59,1224.638,259.758,106.169,11342,0.3553571105003357,0.42954134941101074,0.19183674454689026,0.09383746981620789,0.5479298830032349,11342,-0.03276479244232178,0.020991303026676178,0.23324821889400482,-0.38021141290664673,0.23868414759635925,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,20,2,10,1308.702,206.258,1255.617,153.174,1361.786,259.343,106.169,11236,0.30195102095603943,0.30557161569595337,0.1839323490858078,0.08861774206161499,0.5306446552276611,11236,-0.07231473177671432,-0.12157405912876129,0.20927712321281433,-0.3237342834472656,0.2129046618938446,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,21,3,1,74.902,327.963,21.817,274.879,127.986,381.047,106.169,11236,0.2907071113586426,0.3162153661251068,0.215971440076828,-0.00613139383494854,0.5449174642562866,11236,-0.0802333652973175,-0.09775404632091522,0.22413642704486847,-0.36820918321609497,0.22468048334121704,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,22,3,2,212.05,327.547,158.965,274.463,265.134,380.632,106.169,11342,0.2794092893600464,0.26761385798454285,0.22097700834274292,-0.008731917478144169,0.5545348525047302,11342,-0.08148080110549927,-0.1313532292842865,0.2225235104560852,-0.35640749335289,0.23266799747943878,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,23,3,3,349.198,327.132,296.113,274.047,402.282,380.216,106.169,11236,0.31069687008857727,0.3715405762195587,0.21971462666988373,-0.008686712011694908,0.5438499450683594,11236,-0.05725063383579254,-0.034574709832668304,0.23213903605937958,-0.41546446084976196,0.22784997522830963,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,24,3,4,486.346,326.716,433.261,273.632,539.43,379.801,106.169,11236,0.33171889185905457,0.4000585675239563,0.22898675501346588,-0.016692591831088066,0.5717489123344421,11236,-0.0443025566637516,-0.034637272357940674,0.24324117600917816,-0.39713409543037415,0.25690990686416626,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,25,3,5,623.494,326.301,570.409,273.216,676.578,379.385,106.169,11342,0.29437321424484253,0.28869062662124634,0.2349591851234436,0.009025146253407001,0.5643373131752014,11342,-0.04240640997886658,-0.07470521330833435,0.26261770725250244,-0.41024550795555115,0.2870073616504669,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,26,3,6,760.642,325.885,707.557,272.801,813.726,378.97,106.169,11236,0.2834847569465637,0.2731148600578308,0.21087856590747833,0.012090036645531654,0.5534990429878235,11236,-0.07383925467729568,-0.10077683627605438,0.22634412348270416,-0.35875046253204346,0.24625156819820404,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,27,3,7,897.79,325.469,844.705,272.385,950.874,378.554,106.169,11342,0.31203219294548035,0.33991581201553345,0.19904503226280212,0.05046892911195755,0.5464125871658325,11342,-0.06477653980255127,-0.10121729969978333,0.22008562088012695,-0.34770438075065613,0.2361667901277542,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,28,3,8,1034.938,325.054,981.854,271.969,1088.022,378.138,106.169,11236,0.3274635374546051,0.39708879590034485,0.2259446680545807,0.06067744642496109,0.5626903176307678,11236,-0.03041258081793785,0.002832951955497265,0.26258495450019836,-0.3982829451560974,0.29352012276649475,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,29,3,9,1172.086,324.638,1119.002,271.554,1225.171,377.723,106.169,11236,0.3301977515220642,0.4156879186630249,0.23311316967010498,0.05576128512620926,0.558867871761322,11236,-0.030097492039203644,0.020283997058868408,0.27142804861068726,-0.43826282024383545,0.28969669342041016,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,30,3,10,1309.234,324.223,1256.15,271.138,1362.319,377.307,106.169,11236,0.3248975872993469,0.37098169326782227,0.17630167305469513,0.09752489626407623,0.5251150131225586,11236,-0.07003238052129745,-0.06152225285768509,0.20933598279953003,-0.3457321524620056,0.1952211707830429,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,31,4,1,75.434,445.927,22.349,392.843,128.518,499.012,106.169,11342,0.27128273248672485,0.2661580443382263,0.20704127848148346,0.0008499204413965344,0.5330311059951782,11342,-0.09750878065824509,-0.1469820886850357,0.21407891809940338,-0.3638863265514374,0.1835564374923706,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,32,4,2,212.582,445.512,159.497,392.427,265.666,498.596,106.169,11449,0.29563671350479126,0.3307860195636749,0.21912960708141327,-0.01084920484572649,0.5508642196655273,11449,-0.0718751922249794,-0.0874185785651207,0.23224984109401703,-0.40129464864730835,0.2224373072385788,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,33,4,3,349.73,445.096,296.645,392.012,402.814,498.181,106.169,11236,0.2915072441101074,0.31851696968078613,0.2212897390127182,-0.0077730887569487095,0.5589910745620728,11236,-0.07151671499013901,-0.09622149169445038,0.23223625123500824,-0.3978494703769684,0.2408413589000702,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,34,4,4,486.878,444.681,433.793,391.596,539.962,497.765,106.169,11236,0.3157324194908142,0.3524619936943054,0.23054063320159912,-0.00047102454118430614,0.584753155708313,11236,-0.04194261506199837,-0.05131443962454796,0.25763413310050964,-0.3791361451148987,0.3143022358417511,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,35,4,5,624.026,444.265,570.942,391.18,677.11,497.349,106.169,11236,0.29057541489601135,0.2743779420852661,0.2510744035243988,-0.042038917541503906,0.5786622762680054,11236,-0.03885317221283913,-0.08694209158420563,0.28079894185066223,-0.4151991009712219,0.33525949716567993,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,36,4,6,761.174,443.849,708.09,390.765,814.258,496.934,106.169,11236,0.29864588379859924,0.3492489159107208,0.23190873861312866,-0.025567714124917984,0.5626651048660278,11236,-0.06300786882638931,-0.06767012178897858,0.24850507080554962,-0.39487355947494507,0.27968066930770874,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,37,4,7,898.322,443.434,845.238,390.349,951.407,496.518,106.169,11342,0.3168412744998932,0.3962053656578064,0.21714763343334198,0.031884174793958664,0.531454861164093,11342,-0.05931919813156128,-0.010652635246515274,0.2235540747642517,-0.40695080161094666,0.19232748448848724,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,38,4,8,1035.47,443.018,982.386,389.934,1088.555,496.103,106.169,11342,0.3028937578201294,0.3371483087539673,0.21843987703323364,-0.0002957687829621136,0.5573464035987854,11342,-0.05794888362288475,-0.09803804010152817,0.24449147284030914,-0.3609742820262909,0.2675234079360962,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,39,4,9,1172.618,442.603,1119.534,389.518,1225.703,495.687,106.169,11236,0.3118863105773926,0.35295188426971436,0.2409096658229828,0.02675493434071541,0.5739952325820923,11236,-0.03348105028271675,-0.010412383824586868,0.27039244771003723,-0.4060894846916199,0.28535622358322144,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,40,4,10,1309.766,442.187,1256.682,389.103,1362.851,495.271,106.169,11236,0.32512491941452026,0.3793404698371887,0.22770839929580688,0.001627694582566619,0.5681586265563965,11236,-0.03906839340925217,-0.035996921360492706,0.25126412510871887,-0.4016188085079193,0.27771633863449097,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,41,5,1,75.966,563.892,22.881,510.807,129.05,616.976,106.169,11236,0.2867804765701294,0.3257683217525482,0.2393335998058319,-0.028953392058610916,0.5565395951271057,11236,-0.07301709800958633,-0.08141690492630005,0.25385230779647827,-0.41845253109931946,0.2786542475223541,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,42,5,2,213.114,563.476,160.029,510.392,266.198,616.56,106.169,11342,0.2697848081588745,0.3161749541759491,0.228304922580719,-0.04133163020014763,0.5300114750862122,11342,-0.09405098110437393,-0.1052577942609787,0.22945323586463928,-0.4150637984275818,0.19821999967098236,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,43,5,3,350.262,563.06,297.178,509.976,403.346,616.145,106.169,11236,0.2760904133319855,0.29960089921951294,0.23152141273021698,-0.07638894021511078,0.559437096118927,11236,-0.077680803835392,-0.09842541813850403,0.24819302558898926,-0.43101051449775696,0.26950395107269287,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,44,5,4,487.41,562.645,434.326,509.56,540.495,615.729,106.169,11236,0.291197270154953,0.30175358057022095,0.21778565645217896,-0.008222151547670364,0.5598150491714478,11236,-0.06420973688364029,-0.07656246423721313,0.23485149443149567,-0.3959231972694397,0.2576831579208374,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,45,5,5,624.558,562.229,571.474,509.145,677.643,615.314,106.169,11342,0.2974778711795807,0.3157135844230652,0.2258177101612091,-0.008861251175403595,0.5637784004211426,11342,-0.055922817438840866,-0.09220904111862183,0.2456423044204712,-0.38601627945899963,0.2557657063007355,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,46,5,6,761.706,561.814,708.622,508.729,814.791,614.898,106.169,11236,0.27497729659080505,0.28321605920791626,0.2357543557882309,-0.05487873777747154,0.5734638571739197,11236,-0.07255930453538895,-0.09653589129447937,0.2535487711429596,-0.4172106683254242,0.2916327714920044,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,47,5,7,898.854,561.398,845.77,508.314,951.939,614.483,106.169,11236,0.3027926981449127,0.3378950357437134,0.2178102731704712,-0.009768749587237835,0.5576435923576355,11236,-0.05692322924733162,-0.05143505334854126,0.24477912485599518,-0.42616117000579834,0.2501460909843445,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,48,5,8,1036.002,560.982,982.918,507.898,1089.087,614.067,106.169,11236,0.32384297251701355,0.37414294481277466,0.20939847826957703,0.05026381462812424,0.5502671003341675,11236,-0.029221566393971443,-0.01347455382347107,0.2546614706516266,-0.3881259560585022,0.2812022566795349,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,49,5,9,1173.15,560.567,1120.066,507.482,1226.235,613.651,106.169,11342,0.2900925874710083,0.2769384980201721,0.23859408497810364,-0.04567688703536987,0.5584548115730286,11342,-0.04833495616912842,-0.07817478477954865,0.26744070649147034,-0.42169153690338135,0.28575053811073303,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,50,5,10,1310.298,560.151,1257.214,507.067,1363.383,613.236,106.169,11236,0.28212523460388184,0.27097874879837036,0.2322147637605667,-0.011023731902241707,0.5525867938995361,11236,-0.05381852760910988,-0.08895029127597809,0.2587259113788605,-0.38639020919799805,0.3051120936870575,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,51,6,1,76.498,681.856,23.414,628.771,129.583,734.94,106.169,11342,0.24159133434295654,0.17602691054344177,0.22760790586471558,-0.03241603448987007,0.5600942969322205,11342,-0.10699708014726639,-0.17164811491966248,0.24352575838565826,-0.3921032249927521,0.28030213713645935,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,52,6,2,213.646,681.44,160.562,628.356,266.731,734.525,106.169,11342,0.2527793049812317,0.22784645855426788,0.22238972783088684,-0.04060041159391403,0.5589238405227661,11342,-0.09682923555374146,-0.15957874059677124,0.24164369702339172,-0.3963235914707184,0.2739902436733246,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,53,6,3,350.794,681.025,297.71,627.94,403.879,734.109,106.169,11236,0.2581157088279724,0.2448248565196991,0.258012056350708,-0.07720398902893066,0.5790151953697205,11236,-0.06591344624757767,-0.11555962264537811,0.29408106207847595,-0.43916261196136475,0.38342785835266113,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,54,6,4,487.942,680.609,434.858,627.525,541.027,733.694,106.169,11236,0.2733514904975891,0.2791265547275543,0.2580057978630066,-0.09500204026699066,0.5631503462791443,11236,-0.05689816549420357,-0.08047330379486084,0.27637413144111633,-0.4530823826789856,0.31861555576324463,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,55,6,5,625.09,680.194,572.006,627.109,678.175,733.278,106.169,11236,0.27082550525665283,0.26151159405708313,0.24571260809898376,-0.04148827865719795,0.5770454406738281,11236,-0.06204139068722725,-0.09842510521411896,0.271951287984848,-0.4208409786224365,0.33580154180526733,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,56,6,6,762.238,679.778,709.154,626.693,815.323,732.862,106.169,11236,0.2606969177722931,0.24343913793563843,0.2142384946346283,-0.022960714995861053,0.5559258460998535,11236,-0.0855485051870346,-0.12946274876594543,0.24469517171382904,-0.3867816925048828,0.2876858711242676,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,57,6,7,899.386,679.362,846.302,626.278,952.471,732.447,106.169,11236,0.2661803364753723,0.26795443892478943,0.24320241808891296,-0.06843407452106476,0.5607355833053589,11236,-0.07200124114751816,-0.08642825484275818,0.26625683903694153,-0.4284650981426239,0.2900548577308655,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,58,6,8,1036.534,678.947,983.45,625.862,1089.619,732.031,106.169,11342,0.2698165476322174,0.28015249967575073,0.23214757442474365,-0.06982462108135223,0.5500549077987671,11342,-0.07978083938360214,-0.10992088913917542,0.24844226241111755,-0.40339553356170654,0.26295506954193115,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,59,6,9,1173.682,678.531,1120.598,625.447,1226.767,731.616,106.169,11342,0.26082995533943176,0.2540671229362488,0.24677491188049316,-0.08524230867624283,0.5565663576126099,11342,-0.06968909502029419,-0.10397020727396011,0.2824631631374359,-0.4276196360588074,0.32962220907211304,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,60,6,10,1310.831,678.116,1257.746,625.031,1363.915,731.2,106.169,11236,0.2534332275390625,0.22503167390823364,0.23935414850711823,-0.07097578048706055,0.5763152837753296,11236,-0.0705312192440033,-0.12855730950832367,0.27500468492507935,-0.40988215804100037,0.3187728226184845,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,61,7,1,77.03,799.82,23.946,746.736,130.115,852.905,106.169,11236,0.22921158373355865,0.1810634285211563,0.21993179619312286,-0.027617301791906357,0.5143727660179138,11236,-0.11875712126493454,-0.17132192850112915,0.2461111694574356,-0.3935660719871521,0.2182481437921524,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,62,7,2,214.178,799.405,161.094,746.32,267.263,852.489,106.169,11236,0.2546379268169403,0.2314198613166809,0.2521553635597229,-0.1029914915561676,0.5747202634811401,11236,-0.0877118855714798,-0.14066852629184723,0.2716338336467743,-0.4604414105415344,0.3093932867050171,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,63,7,3,351.326,798.989,298.242,745.904,404.411,852.073,106.169,11236,0.27060049772262573,0.31010931730270386,0.23375795781612396,-0.06989504396915436,0.5437609553337097,11236,-0.08398855477571487,-0.09368784725666046,0.23889026045799255,-0.4204484224319458,0.22851338982582092,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,64,7,4,488.474,798.573,435.39,745.489,541.559,851.658,106.169,11449,0.2407083660364151,0.2195121943950653,0.26219984889030457,-0.09529543668031693,0.5654390454292297,11449,-0.07463280856609344,-0.1262376308441162,0.2956998944282532,-0.46146854758262634,0.37553727626800537,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,65,7,5,625.622,798.158,572.538,745.073,678.707,851.242,106.169,11236,0.25480976700782776,0.2558302879333496,0.25045046210289,-0.06908022612333298,0.5763620138168335,11236,-0.07523161917924881,-0.11969376355409622,0.2750928997993469,-0.42487281560897827,0.33613061904907227,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,66,7,6,762.77,797.742,709.686,744.658,815.855,850.827,106.169,11236,0.24136073887348175,0.2293059080839157,0.23917827010154724,-0.06226814538240433,0.557873547077179,11236,-0.09162887930870056,-0.1316273808479309,0.26194947957992554,-0.4079422354698181,0.29830193519592285,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,67,7,7,899.919,797.327,846.834,744.242,953.003,850.411,106.169,11236,0.27013513445854187,0.2730923593044281,0.24497264623641968,-0.05538704991340637,0.5789810419082642,11236,-0.06623940169811249,-0.09564025700092316,0.2710992395877838,-0.42252424359321594,0.32575562596321106,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,68,7,8,1037.067,796.911,983.982,743.827,1090.151,849.996,106.169,11236,0.29199302196502686,0.3138316869735718,0.25263068079948425,-0.09228038787841797,0.5929999351501465,11236,-0.044249147176742554,-0.05949518457055092,0.282306969165802,-0.4371911883354187,0.34115707874298096,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,69,7,9,1174.215,796.495,1121.13,743.411,1227.299,849.58,106.169,11342,0.24122017621994019,0.21182076632976532,0.244829922914505,-0.07496877759695053,0.5569196343421936,11342,-0.08624259382486343,-0.14303161203861237,0.2670547068119049,-0.40918731689453125,0.2982802093029022,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 1,1,DJI_20260618124632_0008,70,7,10,1311.363,796.08,1258.278,742.995,1364.447,849.164,106.169,11236,0.25769904255867004,0.22173932194709778,0.23384220898151398,-0.04094718396663666,0.5933114290237427,11236,-0.055679842829704285,-0.0981164202094078,0.2725394368171692,-0.40896767377853394,0.3388512134552002,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,1,1,1,65.405,84.142,12.451,31.187,118.36,137.096,105.909,11236,0.2883071005344391,0.25961410999298096,0.19026489555835724,0.057924047112464905,0.5306435823440552,11236,-0.10413310676813126,-0.1493849754333496,0.18160882592201233,-0.3270941972732544,0.15123631060123444,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,2,1,2,201.382,83.535,148.427,30.581,254.336,136.49,105.909,11130,0.33103859424591064,0.39839068055152893,0.19388139247894287,0.04573371633887291,0.5370636582374573,11130,-0.06646613031625748,-0.043333932757377625,0.206205815076828,-0.35191529989242554,0.18896664679050446,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,3,1,3,337.358,82.929,284.404,29.975,390.313,135.884,105.909,11236,0.3057364523410797,0.30725163221359253,0.225362166762352,0.04198876768350601,0.5839017629623413,11236,-0.060662318021059036,-0.10798145085573196,0.24711719155311584,-0.3688235580921173,0.2856491208076477,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,4,1,4,473.335,82.323,420.381,29.369,526.289,135.278,105.909,11236,0.32876846194267273,0.386250376701355,0.20611144602298737,0.053976625204086304,0.5580198764801025,11236,-0.06303910166025162,-0.07962770760059357,0.22045549750328064,-0.35546159744262695,0.2174232006072998,ms_nir_circle_supported_lattice,No
1,Day 1,Tray 2,2,DJI_20260618124541_0007,5,1,5,609.312,81.717,556.357,28.763,662.266,134.672,105.909,11236,0.31243422627449036,0.37649834156036377,0.2280224710702896,0.01618124544620514,0.5563910603523254,11236,-0.04949941486120224,-0.04550801217556,0.2560136318206787,-0.3904593586921692,0.265274316072464,ms_nir_circle_supported_lattice,No
