day_order,day,calendar_date,days_since_planting,days_since_day1,days_since_previous_photo,tray,tray_no,label_code,microbe_status,treatment,label_environment,observed_environment,environment_type,watering_rule,heat_phase,moisture_watered_today,moisture_phase,day7_bug_rule_applies,capture_id,cell_id,row,column,x,y,square_x0,square_y0,square_x1,square_y1,square_side,raw_green_bool,raw_current_green_evidence,tracked_visible_emerged_bool,tracked_visible_emerged,newly_emerged_today,carried_forward_only,first_visible_emergence_day,first_visible_emergence_day_order,first_visible_emergence_date,disappeared_after_previous_emergence,possible_day7_bug_eaten_bool,possible_day7_bug_eaten,green_pixels,largest_green_component,green_area_percent,rgb_green_cover_percent,zone_pixels,coordinate_source,grid_error,grid_needs_review,notes,environment_group,microbe_treatment,treatment_environment,microbe_environment,observed_green_area_percent,adjusted_green_area_percent,day7_imputed,imputation_reason,imputation_method,previous_growth_rate_pp_per_day,previous_observed_green_percent,previous_observed_day_order,previous_observed_days_since_day1,adjusted_raw_current_green_evidence,adjustment_difference_pp
7,Day 7,2026-07-07,10,8,3.0,Tray 1,1,N/M,No Microbes,Ideal,Inside,Inside,Fixed,Daily watering,,Daily watering,Daily watering control,Yes,DJI_20260707125025_0001,59,6,9,3159.813888888889,1805.9027777777776,3017.6487870658857,1663.7376759547749,3301.978990711892,1948.0678796007808,284.3302036460061,False,No,True,Yes,No,Yes,Day 3,3.0,2026-07-01,Yes,True,Yes,0,0,0.0,0.0,80656,direct_cup_evidence,0.0430292928129574,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,0.0,7.639572507629103,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.9760091758759155,4.711544980001356,6.0,5.0,Yes,7.639572507629103
7,Day 7,2026-07-07,10,8,3.0,Tray 1,1,N/M,No Microbes,Ideal,Inside,Inside,Fixed,Daily watering,,Daily watering,Daily watering control,Yes,DJI_20260707125025_0001,60,6,10,3531.313888888889,1801.775,3389.1487870658857,1659.609898176997,3673.478990711892,1943.940101823003,284.3302036460061,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,80656,direct_cup_evidence,0.0597681641503599,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,0.0,7.025342810390876,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,1.0876286759332885,3.762456782591011,6.0,5.0,Yes,7.025342810390876
7,Day 7,2026-07-07,10,8,3.0,Tray 1,1,N/M,No Microbes,Ideal,Inside,Inside,Fixed,Daily watering,,Daily watering,Daily watering control,Yes,DJI_20260707125025_0001,61,7,1,191.94166666666663,2113.422222222222,49.7765648436636,1971.257120399219,334.10676848966966,2255.587324045225,284.3302036460061,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,80940,direct_cup_evidence,0.0498463721236185,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,0.0,11.741390834518999,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,2.059110915069461,5.564058089310615,6.0,5.0,Yes,11.741390834518999
7,Day 7,2026-07-07,10,8,3.0,Tray 1,1,N/M,No Microbes,Ideal,Inside,Inside,Fixed,Daily watering,,Daily watering,Daily watering control,Yes,DJI_20260707125025_0001,62,7,2,551.0583333333333,2127.8694444444445,408.8932315103303,1985.7043426214411,693.2234351563363,2270.0345462674472,284.3302036460061,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,80656,direct_cup_evidence,0.0085517473247123,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,0.0,11.625080677821433,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,1.9539422567799298,5.763253907481645,6.0,5.0,Yes,11.625080677821433
7,Day 7,2026-07-07,10,8,3.0,Tray 1,1,N/M,No Microbes,Ideal,Inside,Inside,Fixed,Daily watering,,Daily watering,Daily watering control,Yes,DJI_20260707125025_0001,63,7,3,920.4944444444444,2136.125,778.3293426214414,1993.9598981769968,1062.6595462674477,2278.290101823003,284.3302036460061,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,80940,direct_cup_evidence,0.0312901990132516,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,0.0,6.808907075596402,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,1.1006000709282802,3.5071068628115607,6.0,5.0,Yes,6.808907075596402
7,Day 7,2026-07-07,10,8,3.0,Tray 1,1,N/M,No Microbes,Ideal,Inside,Inside,Fixed,Daily watering,,Daily watering,Daily watering control,Yes,DJI_20260707125025_0001,64,7,4,1298.1861111111111,2134.061111111111,1156.021009288108,1991.896009288108,1440.351212934114,2276.226212934114,284.3302036460061,False,No,True,Yes,No,Yes,Day 3,3.0,2026-07-01,Yes,True,Yes,0,0,0.0,0.0,80656,direct_cup_evidence,0.0172702626742907,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,0.0,8.076327740740389,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,1.0048413404061831,5.061803719521841,6.0,5.0,Yes,8.076327740740389
7,Day 7,2026-07-07,10,8,3.0,Tray 1,1,N/M,No Microbes,Ideal,Inside,Inside,Fixed,Daily watering,,Daily watering,Daily watering control,Yes,DJI_20260707125025_0001,66,7,6,2047.3777777777775,2140.2527777777777,1905.2126759547743,1998.0876759547743,2189.542879600781,2282.417879600781,284.3302036460061,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,80940,direct_cup_evidence,0.0343448583122916,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,0.0,7.0078694799771775,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.7526495932065909,3.9972711071508136,5.0,4.0,Yes,7.0078694799771775
7,Day 7,2026-07-07,10,8,3.0,Tray 1,1,N/M,No Microbes,Ideal,Inside,Inside,Fixed,Daily watering,,Daily watering,Daily watering control,Yes,DJI_20260707125025_0001,68,7,8,2800.697222222222,2134.061111111111,2658.532120399219,1991.896009288108,2942.8623240452253,2276.226212934114,284.3302036460061,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,80656,direct_cup_evidence,0.0486027728309244,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,0.0,8.848252593152946,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,1.403382987253575,4.638103631392222,6.0,5.0,Yes,8.848252593152946
7,Day 7,2026-07-07,10,8,3.0,Tray 1,1,N/M,No Microbes,Ideal,Inside,Inside,Fixed,Daily watering,,Daily watering,Daily watering control,Yes,DJI_20260707125025_0001,70,7,10,3523.0583333333334,2113.422222222222,3380.89323151033,1971.257120399219,3665.223435156336,2255.587324045225,284.3302036460061,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,80940,direct_cup_evidence,0.0756867639578711,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Inside,No Microbes | Ideal,Ideal | Inside,No Microbes | Inside,0.0,5.6253780778428135,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.7000644482014629,3.525184733238425,6.0,5.0,Yes,5.6253780778428135
7,Day 7,2026-07-07,10,8,3.0,Tray 3,3,N/M,No Microbes,Moisture,Outside,Outside,Fixed,Scheduled watering,,No,Unwatered after Day 6; final photo,Yes,DJI_20260707125152_0003,60,6,10,3539.8688888888887,1783.3822222222225,3397.558853929781,1641.0721872631143,3682.178923847997,1925.6922571813304,284.6200699182158,False,No,True,Yes,No,Yes,Day 3,3.0,2026-07-01,Yes,True,Yes,0,0,0.0,0.0,80940,direct_cup_evidence,0.0485327383007929,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Outside,No Microbes | Moisture,Moisture | Outside,No Microbes | Outside,0.0,0.0611181972789115,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.0,0.0611181972789115,3.0,2.0,Yes,0.0611181972789115
7,Day 7,2026-07-07,10,8,3.0,Tray 3,3,N/M,No Microbes,Moisture,Outside,Outside,Fixed,Scheduled watering,,No,Unwatered after Day 6; final photo,Yes,DJI_20260707125152_0003,62,7,2,544.1177777777777,2170.2644444444445,401.8077428186699,2027.9544094853363,686.4278127368857,2312.574479403552,284.6200699182158,False,No,True,Yes,No,Yes,Day 6,6.0,2026-07-04,Yes,True,Yes,0,0,0.0,0.0,80940,direct_cup_evidence,0.1578057843255894,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Outside,No Microbes | Moisture,Moisture | Outside,No Microbes | Outside,0.0,0.20942372066939532,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.037578707993932904,0.0966875966875966,6.0,5.0,Yes,0.20942372066939532
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,19,2,9,3159.083888888889,553.7177777777778,3016.391036743877,411.0249256327664,3301.7767410339,696.4106299227891,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81510,direct_cup_evidence,0.0106377966489679,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,2.411903122130395,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.0,2.411903122130395,5.0,4.0,Yes,2.411903122130395
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,32,4,2,555.7838888888889,1192.1461111111112,413.0910367438775,1049.4532589660996,698.4767410339002,1334.8389632561225,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81510,direct_cup_evidence,0.0058246299506187,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,6.345830506160034,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.6981784469110193,3.5531167185159576,5.0,4.0,Yes,6.345830506160034
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,42,5,2,555.7838888888889,1506.195,413.0910367438775,1363.5021478549886,698.4767410339002,1648.8878521450113,285.3857042900227,False,No,True,Yes,No,Yes,Day 3,3.0,2026-07-01,Yes,True,Yes,0,0,0.0,0.0,81225,direct_cup_evidence,0.0158227442276564,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,4.034601261415611,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.4116633352870749,2.387947920267312,5.0,4.0,Yes,4.034601261415611
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,44,5,4,1295.4516666666666,1510.3272222222222,1152.7588145216553,1367.6343700772109,1438.144518811678,1653.0200743672335,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81225,direct_cup_evidence,0.0177958129177149,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,8.137741806273777,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,1.0232583395390593,4.04470844811754,5.0,4.0,Yes,8.137741806273777
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,49,5,9,3157.0177777777776,1504.128888888889,3014.3249256327663,1361.4360367438776,3299.710629922789,1646.8217410339005,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81796,direct_cup_evidence,0.017040245684176,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,2.7638552828666896,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.0,2.7638552828666896,5.0,4.0,Yes,2.7638552828666896
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,51,6,1,181.81777777777776,1824.3761111111112,39.124925632766434,1681.6832589660996,324.5106299227891,1967.0689632561223,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81510,direct_cup_evidence,0.0199799084039264,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,5.162027531098678,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.5809970113329799,2.8380394857667586,5.0,4.0,Yes,5.162027531098678
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,52,6,2,553.7177777777778,1814.0455555555557,411.0249256327664,1671.352703410544,696.4106299227891,1956.738407700567,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81510,direct_cup_evidence,0.0469932843080004,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,5.184303176789145,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.5093348102129562,3.14696393593732,5.0,4.0,Yes,5.184303176789145
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,54,6,4,1309.9144444444444,1780.9877777777776,1167.221592299433,1638.2949256327663,1452.6072965894557,1923.6806299227887,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81796,direct_cup_evidence,0.1472925408607227,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,5.523303406149727,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.5705210994713159,3.241219008264463,5.0,4.0,Yes,5.523303406149727
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,55,6,5,1669.4177777777777,1824.3761111111112,1526.7249256327664,1681.6832589660996,1812.110629922789,1967.0689632561223,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81225,direct_cup_evidence,0.0178966228003509,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,6.112980810362234,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.6497873283940478,3.5138314967860422,5.0,4.0,Yes,6.112980810362234
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,57,6,7,2446.2755555555555,1867.7644444444445,2303.582703410544,1725.071592299433,2588.968407700567,2010.457296589456,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81225,direct_cup_evidence,0.1589448973483681,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,4.47456607664547,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.3696745770126073,2.995867768595041,5.0,4.0,Yes,4.47456607664547
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,58,6,8,2795.4483333333333,1820.243888888889,2652.755481188322,1677.5510367438774,2938.1411854783446,1962.9367410339005,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81225,direct_cup_evidence,0.0211556015806113,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,2.9887026675564234,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.10868852272014351,2.5539485766758494,5.0,4.0,Yes,2.9887026675564234
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,59,6,9,3159.083888888889,1814.0455555555557,3016.391036743877,1671.352703410544,3301.7767410339,1956.738407700567,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81796,direct_cup_evidence,0.0350722624919479,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,2.191423601889318,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.022718159425497486,2.100550964187328,5.0,4.0,Yes,2.191423601889318
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,61,7,1,188.01611111111112,2121.896111111111,45.323258966099765,1979.2032589661,330.7089632561225,2264.5889632561225,285.3857042900227,False,No,True,Yes,No,Yes,Day 3,3.0,2026-07-01,Yes,True,Yes,0,0,0.0,0.0,81796,direct_cup_evidence,0.0752672619012913,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,4.20377547353832,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.4382831704966095,2.4506427915518825,5.0,4.0,Yes,4.20377547353832
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,62,7,2,564.0483333333333,2167.350555555556,421.355481188322,2024.657703410544,706.7411854783447,2310.043407700567,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81510,direct_cup_evidence,0.0708568208728517,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,0.0180172064321426,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.0,0.0180172064321426,6.0,5.0,Yes,0.0180172064321426
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,64,7,4,1270.6583333333333,2138.425,1127.965481188322,1995.7321478549889,1413.3511854783446,2281.1178521450115,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81225,direct_cup_evidence,0.1070589417373101,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,4.590776086988212,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.464010596586355,2.734733700642792,5.0,4.0,Yes,4.590776086988212
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,65,7,5,1671.483888888889,2142.557222222222,1528.7910367438774,1999.8643700772109,1814.1767410339005,2285.250074367233,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81225,direct_cup_evidence,0.0151459755492854,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,7.415794718971809,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,0.8198147265749083,4.136535812672176,5.0,4.0,Yes,7.415794718971809
7,Day 7,2026-07-07,10,8,3.0,Tray 4,4,N/M,No Microbes,Heat,Dynamic,Inside,Dynamic,Daily watering,Inside recovery; final photo,Daily watering,Daily watering control,Yes,DJI_20260707125241_0004,66,7,6,2047.516111111111,2140.491111111111,1904.8232589661,1997.7982589661,2190.2089632561224,2283.1839632561223,285.3857042900227,False,No,True,Yes,No,Yes,Day 2,2.0,2026-06-30,Yes,True,Yes,0,0,0.0,0.0,81225,direct_cup_evidence,0.0087200908773325,No,Possible Day 7 bug-eaten/missing crop. Observed value preserved; adjustment belongs in Script 05.,Dynamic Heat,No Microbes | Heat,Heat | Dynamic Heat,No Microbes | Dynamic Heat,0.0,8.813449736235015,Yes,Day 7 cell had no current green evidence but showed visible green evidence earlier; treated as possible bug-eaten/missing crop.,Estimated from the latest prior observed green cover and the previous positive growth rate. Negative previous growth was not projected.,1.1434020346097173,4.239841597796144,5.0,4.0,Yes,8.813449736235015
