day_order,day,tray,tray_no,capture_id,cell_id,row,column,raw_current_green_evidence,tracked_visible_emerged,carried_forward_only,first_visible_emergence_day,first_visible_emergence_day_order,green_pixels,largest_green_component,green_area_percent,square_side,coordinate_source,square_x0,square_y0,square_x1,square_y1,centre_x,centre_y
2,Day 2,Tray 2,2,DJI_20260620131052_0002,29,3,9,Yes,Yes,No,Day 1,1,2007,2007,1.99723,317.309,direct_cup_evidence,3332.886,787.115,3650.194,1104.423,3491.54,945.769
2,Day 2,Tray 2,2,DJI_20260620131052_0002,30,3,10,Yes,Yes,No,Day 1,1,2247,1285,2.22903,317.309,direct_cup_evidence,3759.859,789.41,4077.168,1106.719,3918.513,948.064
2,Day 2,Tray 2,2,DJI_20260620131052_0002,31,4,1,Yes,Yes,No,Day 1,1,2775,2775,2.75281,317.309,direct_cup_evidence,66.31,1152.108,383.619,1469.417,224.964,1310.762
2,Day 2,Tray 2,2,DJI_20260620131052_0002,32,4,2,Yes,Yes,No,Day 1,1,2818,2818,2.79547,317.309,direct_cup_evidence,509.352,1179.655,826.661,1496.963,668.007,1338.309
2,Day 2,Tray 2,2,DJI_20260620131052_0002,33,4,3,Yes,Yes,No,Day 2,2,961,961,0.95332,317.309,direct_cup_evidence,869.755,1154.403,1187.063,1471.712,1028.409,1313.058
2,Day 2,Tray 2,2,DJI_20260620131052_0002,34,4,4,Yes,Yes,No,Day 1,1,1269,1269,1.26282,317.309,direct_cup_evidence,1269.181,1158.995,1586.49,1476.303,1427.836,1317.649
2,Day 2,Tray 2,2,DJI_20260620131052_0002,35,4,5,Yes,Yes,No,Day 1,1,2951,2951,2.93664,317.309,direct_cup_evidence,1693.859,1152.108,2011.168,1469.417,1852.513,1310.762
2,Day 2,Tray 2,2,DJI_20260620131052_0002,36,4,6,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,2107.059,1152.108,2424.368,1469.417,2265.713,1310.762
2,Day 2,Tray 2,2,DJI_20260620131052_0002,37,4,7,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,2517.963,1147.517,2835.272,1464.825,2676.618,1306.171
2,Day 2,Tray 2,2,DJI_20260620131052_0002,38,4,8,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,2933.459,1140.63,3250.768,1457.939,3092.113,1299.284
2,Day 2,Tray 2,2,DJI_20260620131052_0002,39,4,9,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,3346.659,1145.221,3663.968,1462.53,3505.313,1303.876
2,Day 2,Tray 2,2,DJI_20260620131052_0002,40,4,10,Yes,Yes,No,Day 1,1,2546,2546,2.5177,317.309,direct_cup_evidence,3748.381,1138.335,4065.69,1455.643,3907.036,1296.989
2,Day 2,Tray 2,2,DJI_20260620131052_0002,41,5,1,Yes,Yes,No,Day 2,2,949,949,0.94141,317.309,direct_cup_evidence,70.901,1503.328,388.21,1820.637,229.556,1661.982
2,Day 2,Tray 2,2,DJI_20260620131052_0002,42,5,2,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,465.737,1505.623,783.045,1822.932,624.391,1664.278
2,Day 2,Tray 2,2,DJI_20260620131052_0002,43,5,3,Yes,Yes,No,Day 1,1,3309,3309,3.28254,317.309,direct_cup_evidence,865.163,1503.328,1182.472,1820.637,1023.818,1661.982
2,Day 2,Tray 2,2,DJI_20260620131052_0002,44,5,4,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,1280.659,1505.623,1597.968,1822.932,1439.313,1664.278
2,Day 2,Tray 2,2,DJI_20260620131052_0002,45,5,5,Yes,Yes,No,Day 1,1,1372,1372,1.36103,317.309,direct_cup_evidence,1675.495,1482.668,1992.803,1799.977,1834.149,1641.322
2,Day 2,Tray 2,2,DJI_20260620131052_0002,46,5,6,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,2107.059,1505.623,2424.368,1822.932,2265.713,1664.278
2,Day 2,Tray 2,2,DJI_20260620131052_0002,47,5,7,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,2522.555,1503.328,2839.863,1820.637,2681.209,1661.982
2,Day 2,Tray 2,2,DJI_20260620131052_0002,48,5,8,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,2931.163,1501.032,3248.472,1818.341,3089.818,1659.687
2,Day 2,Tray 2,2,DJI_20260620131052_0002,49,5,9,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,3342.068,1498.737,3659.377,1816.045,3500.722,1657.391
2,Day 2,Tray 2,2,DJI_20260620131052_0002,50,5,10,Yes,Yes,No,Day 1,1,1173,666,1.16362,317.309,direct_cup_evidence,3743.79,1496.441,4061.099,1813.75,3902.444,1655.096
2,Day 2,Tray 2,2,DJI_20260620131052_0002,51,6,1,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,68.606,1849.957,385.914,2167.265,227.26,2008.611
2,Day 2,Tray 2,2,DJI_20260620131052_0002,52,6,2,Yes,Yes,No,Day 1,1,2550,2550,2.52961,317.309,direct_cup_evidence,470.328,1856.843,787.637,2174.152,628.982,2015.498
2,Day 2,Tray 2,2,DJI_20260620131052_0002,53,6,3,Yes,Yes,No,Day 1,1,3105,3105,3.08989,317.309,direct_cup_evidence,872.05,1863.73,1189.359,2181.039,1030.704,2022.384
2,Day 2,Tray 2,2,DJI_20260620131052_0002,54,6,4,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,1282.955,1854.548,1600.263,2171.857,1441.609,2013.202
2,Day 2,Tray 2,2,DJI_20260620131052_0002,55,6,5,Yes,Yes,No,Day 1,1,2979,2979,2.9645,317.309,direct_cup_evidence,1696.155,1854.548,2013.463,2171.857,1854.809,2013.202
2,Day 2,Tray 2,2,DJI_20260620131052_0002,56,6,6,Yes,Yes,No,Day 1,1,2015,2015,1.99889,317.309,direct_cup_evidence,2120.832,1875.208,2438.141,2192.517,2279.487,2033.862
2,Day 2,Tray 2,2,DJI_20260620131052_0002,57,6,7,Yes,Yes,No,Day 1,1,2371,2371,2.35946,317.309,direct_cup_evidence,2515.668,1872.912,2832.977,2190.221,2674.322,2031.567
2,Day 2,Tray 2,2,DJI_20260620131052_0002,58,6,8,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,2924.277,1843.07,3241.585,2160.379,3082.931,2001.724
2,Day 2,Tray 2,2,DJI_20260620131052_0002,59,6,9,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,3307.635,1829.297,3624.943,2146.605,3466.289,1987.951
2,Day 2,Tray 2,2,DJI_20260620131052_0002,60,6,10,Yes,Yes,No,Day 1,1,1449,1428,1.44195,317.309,direct_cup_evidence,3746.086,1849.957,4063.394,2167.265,3904.74,2008.611
2,Day 2,Tray 2,2,DJI_20260620131052_0002,61,7,1,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,68.606,2201.177,385.914,2518.485,227.26,2359.831
2,Day 2,Tray 2,2,DJI_20260620131052_0002,62,7,2,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,410.643,2226.428,727.952,2543.737,569.298,2385.082
2,Day 2,Tray 2,2,DJI_20260620131052_0002,63,7,3,Yes,Yes,No,Day 2,2,439,439,0.43549,317.309,direct_cup_evidence,876.641,2203.472,1193.95,2520.781,1035.296,2362.127
2,Day 2,Tray 2,2,DJI_20260620131052_0002,64,7,4,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,1282.955,2208.063,1600.263,2525.372,1441.609,2366.718
2,Day 2,Tray 2,2,DJI_20260620131052_0002,65,7,5,Yes,Yes,No,Day 2,2,914,914,0.90669,317.309,direct_cup_evidence,1693.859,2217.246,2011.168,2534.554,1852.513,2375.9
2,Day 2,Tray 2,2,DJI_20260620131052_0002,66,7,6,Yes,Yes,No,Day 1,1,1490,1490,1.48275,317.309,direct_cup_evidence,2104.763,2219.541,2422.072,2536.85,2263.418,2378.196
2,Day 2,Tray 2,2,DJI_20260620131052_0002,67,7,7,No,No,No,,,0,0,0.0,317.309,direct_cup_evidence,2495.008,2173.63,2812.317,2490.939,2653.662,2332.284
2,Day 2,Tray 2,2,DJI_20260620131052_0002,68,7,8,Yes,Yes,No,Day 1,1,1732,1732,1.72357,317.309,direct_cup_evidence,2928.868,2201.177,3246.177,2518.485,3087.522,2359.831
2,Day 2,Tray 2,2,DJI_20260620131052_0002,69,7,9,Yes,Yes,No,Day 1,1,2689,2689,2.6675,317.309,direct_cup_evidence,3335.181,2203.472,3652.49,2520.781,3493.836,2362.127
2,Day 2,Tray 2,2,DJI_20260620131052_0002,70,7,10,Yes,Yes,No,Day 1,1,2605,2605,2.58417,317.309,direct_cup_evidence,3748.381,2189.699,4065.69,2507.008,3907.036,2348.353
2,Day 2,Tray 3,3,DJI_20260620131152_0003,1,1,1,Yes,Yes,No,Day 1,1,547,547,0.54953,315.483,direct_cup_evidence,64.442,96.51,379.925,411.993,222.184,254.252
2,Day 2,Tray 3,3,DJI_20260620131152_0003,2,1,2,Yes,Yes,No,Day 1,1,1828,1828,1.83645,315.483,direct_cup_evidence,469.871,87.348,785.354,402.831,627.612,245.089
2,Day 2,Tray 3,3,DJI_20260620131152_0003,3,1,3,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,870.718,82.767,1186.201,398.25,1028.459,240.508
2,Day 2,Tray 3,3,DJI_20260620131152_0003,4,1,4,Yes,Yes,No,Day 1,1,958,958,0.96243,315.483,direct_cup_evidence,1287.599,80.476,1603.082,395.959,1445.341,238.218
2,Day 2,Tray 3,3,DJI_20260620131152_0003,5,1,5,Yes,Yes,No,Day 2,2,829,829,0.8302,315.483,direct_cup_evidence,1693.027,71.314,2008.51,386.797,1850.769,229.056
2,Day 2,Tray 3,3,DJI_20260620131152_0003,6,1,6,Yes,Yes,No,Day 1,1,1873,1873,1.8757,315.483,direct_cup_evidence,2105.327,80.476,2420.81,395.959,2263.069,238.218
2,Day 2,Tray 3,3,DJI_20260620131152_0003,7,1,7,Yes,Yes,No,Day 2,2,1171,1171,1.17269,315.483,direct_cup_evidence,2513.046,71.314,2828.529,386.797,2670.788,229.056
2,Day 2,Tray 3,3,DJI_20260620131152_0003,8,1,8,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2927.637,82.767,3243.12,398.25,3085.378,240.508
2,Day 2,Tray 3,3,DJI_20260620131152_0003,9,1,9,Yes,Yes,No,Day 2,2,436,342,0.43801,315.483,direct_cup_evidence,3342.227,82.767,3657.71,398.25,3499.969,240.508
2,Day 2,Tray 3,3,DJI_20260620131152_0003,10,1,10,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,3747.656,80.476,4063.139,395.959,3905.397,238.218
2,Day 2,Tray 3,3,DJI_20260620131152_0003,11,2,1,Yes,Yes,No,Day 2,2,276,276,0.27728,315.483,direct_cup_evidence,52.99,440.093,368.473,755.577,210.731,597.835
2,Day 2,Tray 3,3,DJI_20260620131152_0003,12,2,2,Yes,Yes,No,Day 2,2,331,331,0.33359,315.483,direct_cup_evidence,462.999,435.512,778.482,750.995,620.741,593.254
2,Day 2,Tray 3,3,DJI_20260620131152_0003,13,2,3,Yes,Yes,No,Day 1,1,948,948,0.9554,315.483,direct_cup_evidence,870.718,435.512,1186.201,750.995,1028.459,593.254
2,Day 2,Tray 3,3,DJI_20260620131152_0003,14,2,4,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,1280.727,437.803,1596.21,753.286,1438.469,595.544
2,Day 2,Tray 3,3,DJI_20260620131152_0003,15,2,5,Yes,Yes,No,Day 2,2,713,713,0.71629,315.483,direct_cup_evidence,1695.318,435.512,2010.801,750.995,1853.059,593.254
2,Day 2,Tray 3,3,DJI_20260620131152_0003,16,2,6,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2107.618,435.512,2423.101,750.995,2265.359,593.254
2,Day 2,Tray 3,3,DJI_20260620131152_0003,17,2,7,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2517.627,430.931,2833.11,746.414,2675.369,588.673
2,Day 2,Tray 3,3,DJI_20260620131152_0003,18,2,8,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2929.927,435.512,3245.41,750.995,3087.669,593.254
2,Day 2,Tray 3,3,DJI_20260620131152_0003,19,2,9,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,3339.937,435.512,3655.42,750.995,3497.678,593.254
2,Day 2,Tray 3,3,DJI_20260620131152_0003,20,2,10,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,3740.784,428.641,4056.267,744.124,3898.526,586.382
2,Day 2,Tray 3,3,DJI_20260620131152_0003,21,3,1,Yes,Yes,No,Day 1,1,1238,687,1.24767,315.483,direct_cup_evidence,50.699,792.839,366.182,1108.322,208.441,950.581
2,Day 2,Tray 3,3,DJI_20260620131152_0003,22,3,2,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,462.999,783.677,778.482,1099.16,620.741,941.418
2,Day 2,Tray 3,3,DJI_20260620131152_0003,23,3,3,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,875.299,785.967,1190.782,1101.45,1033.041,943.709
2,Day 2,Tray 3,3,DJI_20260620131152_0003,24,3,4,Yes,Yes,No,Day 1,1,1265,1265,1.27085,315.483,direct_cup_evidence,1280.727,788.258,1596.21,1103.741,1438.469,945.999
2,Day 2,Tray 3,3,DJI_20260620131152_0003,25,3,5,Yes,Yes,No,Day 1,1,1096,1096,1.10456,315.483,direct_cup_evidence,1690.737,792.839,2006.22,1108.322,1848.478,950.581
2,Day 2,Tray 3,3,DJI_20260620131152_0003,26,3,6,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2073.26,772.224,2388.743,1087.707,2231.001,929.966
2,Day 2,Tray 3,3,DJI_20260620131152_0003,27,3,7,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2517.627,779.096,2833.11,1094.579,2675.369,936.837
2,Day 2,Tray 3,3,DJI_20260620131152_0003,28,3,8,Yes,Yes,No,Day 1,1,945,945,0.95238,315.483,direct_cup_evidence,2927.637,783.677,3243.12,1099.16,3085.378,941.418
2,Day 2,Tray 3,3,DJI_20260620131152_0003,29,3,9,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,3351.39,781.386,3666.873,1096.869,3509.131,939.128
2,Day 2,Tray 3,3,DJI_20260620131152_0003,30,3,10,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,3754.527,785.967,4070.01,1101.45,3912.269,943.709
2,Day 2,Tray 3,3,DJI_20260620131152_0003,31,4,1,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,52.99,1136.422,368.473,1451.905,210.731,1294.164
2,Day 2,Tray 3,3,DJI_20260620131152_0003,32,4,2,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,462.999,1136.422,778.482,1451.905,620.741,1294.164
2,Day 2,Tray 3,3,DJI_20260620131152_0003,33,4,3,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,870.718,1138.713,1186.201,1454.196,1028.459,1296.454
2,Day 2,Tray 3,3,DJI_20260620131152_0003,34,4,4,Yes,Yes,No,Day 2,2,973,973,0.9775,315.483,direct_cup_evidence,1278.437,1141.003,1593.92,1456.487,1436.178,1298.745
2,Day 2,Tray 3,3,DJI_20260620131152_0003,35,4,5,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,1695.318,1141.003,2010.801,1456.487,1853.059,1298.745
2,Day 2,Tray 3,3,DJI_20260620131152_0003,36,4,6,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2119.071,1152.456,2434.554,1467.939,2276.812,1310.198
2,Day 2,Tray 3,3,DJI_20260620131152_0003,37,4,7,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2519.918,1138.713,2835.401,1454.196,2677.659,1296.454
2,Day 2,Tray 3,3,DJI_20260620131152_0003,38,4,8,Yes,Yes,No,Day 2,2,691,376,0.692,315.483,direct_cup_evidence,2932.218,1136.422,3247.701,1451.905,3089.959,1294.164
2,Day 2,Tray 3,3,DJI_20260620131152_0003,39,4,9,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,3337.646,1127.26,3653.129,1442.743,3495.388,1285.002
2,Day 2,Tray 3,3,DJI_20260620131152_0003,40,4,10,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,3743.075,1136.422,4058.558,1451.905,3900.816,1294.164
2,Day 2,Tray 3,3,DJI_20260620131152_0003,41,5,1,Yes,Yes,No,Day 1,1,1536,1536,1.548,315.483,direct_cup_evidence,52.99,1486.877,368.473,1802.36,210.731,1644.619
2,Day 2,Tray 3,3,DJI_20260620131152_0003,42,5,2,Yes,Yes,No,Day 1,1,2007,2007,2.01627,315.483,direct_cup_evidence,465.29,1486.877,780.773,1802.36,623.031,1644.619
2,Day 2,Tray 3,3,DJI_20260620131152_0003,43,5,3,Yes,Yes,No,Day 1,1,1274,1274,1.27584,315.483,direct_cup_evidence,868.427,1489.168,1183.91,1804.651,1026.169,1646.909
2,Day 2,Tray 3,3,DJI_20260620131152_0003,44,5,4,Yes,Yes,No,Day 1,1,2156,2156,2.15911,315.483,direct_cup_evidence,1278.437,1496.04,1593.92,1811.523,1436.178,1653.781
2,Day 2,Tray 3,3,DJI_20260620131152_0003,45,5,5,Yes,Yes,No,Day 1,1,741,741,0.74442,315.483,direct_cup_evidence,1695.318,1484.587,2010.801,1800.07,1853.059,1642.328
2,Day 2,Tray 3,3,DJI_20260620131152_0003,46,5,6,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2105.327,1489.168,2420.81,1804.651,2263.069,1646.909
2,Day 2,Tray 3,3,DJI_20260620131152_0003,47,5,7,Yes,Yes,No,Day 1,1,1325,1325,1.33112,315.483,direct_cup_evidence,2533.661,1489.168,2849.144,1804.651,2691.403,1646.909
2,Day 2,Tray 3,3,DJI_20260620131152_0003,48,5,8,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2929.927,1486.877,3245.41,1802.36,3087.669,1644.619
2,Day 2,Tray 3,3,DJI_20260620131152_0003,49,5,9,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,3339.937,1484.587,3655.42,1800.07,3497.678,1642.328
2,Day 2,Tray 3,3,DJI_20260620131152_0003,50,5,10,Yes,Yes,No,Day 1,1,1634,937,1.64676,315.483,direct_cup_evidence,3749.946,1484.587,4065.429,1800.07,3907.688,1642.328
2,Day 2,Tray 3,3,DJI_20260620131152_0003,51,6,1,Yes,Yes,No,Day 1,1,1258,1258,1.25981,315.483,direct_cup_evidence,64.442,1828.17,379.925,2143.653,222.184,1985.912
2,Day 2,Tray 3,3,DJI_20260620131152_0003,52,6,2,Yes,Yes,No,Day 2,2,553,553,0.55556,315.483,direct_cup_evidence,458.418,1839.623,773.901,2155.106,616.159,1997.364
2,Day 2,Tray 3,3,DJI_20260620131152_0003,53,6,3,Yes,Yes,No,Day 1,1,746,746,0.74708,315.483,direct_cup_evidence,868.427,1844.204,1183.91,2159.687,1026.169,2001.946
2,Day 2,Tray 3,3,DJI_20260620131152_0003,54,6,4,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,1280.727,1839.623,1596.21,2155.106,1438.469,1997.364
2,Day 2,Tray 3,3,DJI_20260620131152_0003,55,6,5,Yes,Yes,No,Day 1,1,1522,1522,1.52903,315.483,direct_cup_evidence,1699.899,1844.204,2015.382,2159.687,1857.641,2001.946
2,Day 2,Tray 3,3,DJI_20260620131152_0003,56,6,6,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2107.618,1841.913,2423.101,2157.397,2265.359,1999.655
2,Day 2,Tray 3,3,DJI_20260620131152_0003,57,6,7,Yes,Yes,No,Day 2,2,901,901,0.90516,315.483,direct_cup_evidence,2515.337,1832.751,2830.82,2148.234,2673.078,1990.493
2,Day 2,Tray 3,3,DJI_20260620131152_0003,58,6,8,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2918.475,1846.495,3233.958,2161.978,3076.216,2004.236
2,Day 2,Tray 3,3,DJI_20260620131152_0003,59,6,9,Yes,Yes,No,Day 1,1,1472,1472,1.4835,315.483,direct_cup_evidence,3339.937,1839.623,3655.42,2155.106,3497.678,1997.364
2,Day 2,Tray 3,3,DJI_20260620131152_0003,60,6,10,Yes,Yes,No,Day 1,1,1483,1483,1.49458,315.483,direct_cup_evidence,3740.784,1825.88,4056.267,2141.363,3898.526,1983.621
2,Day 2,Tray 3,3,DJI_20260620131152_0003,61,7,1,Yes,Yes,No,Day 1,1,2299,2299,2.31696,315.483,direct_cup_evidence,66.733,2171.753,382.216,2487.237,224.474,2329.495
2,Day 2,Tray 3,3,DJI_20260620131152_0003,62,7,2,Yes,Yes,No,Day 2,2,311,311,0.31244,315.483,direct_cup_evidence,462.999,2183.206,778.482,2498.689,620.741,2340.948
2,Day 2,Tray 3,3,DJI_20260620131152_0003,63,7,3,No,No,No,,,19,19,0.01903,315.483,direct_cup_evidence,889.042,2169.463,1204.525,2484.946,1046.784,2327.204
2,Day 2,Tray 3,3,DJI_20260620131152_0003,64,7,4,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,1283.018,2196.95,1598.501,2512.433,1440.759,2354.691
2,Day 2,Tray 3,3,DJI_20260620131152_0003,65,7,5,Yes,Yes,No,Day 1,1,2025,2025,2.03436,315.483,direct_cup_evidence,1688.446,2196.95,2003.929,2512.433,1846.188,2354.691
2,Day 2,Tray 3,3,DJI_20260620131152_0003,66,7,6,Yes,Yes,No,Day 1,1,1922,1922,1.93701,315.483,direct_cup_evidence,2093.875,2180.916,2409.358,2496.399,2251.616,2338.657
2,Day 2,Tray 3,3,DJI_20260620131152_0003,67,7,7,No,No,No,,,0,0,0.0,315.483,direct_cup_evidence,2517.627,2194.659,2833.11,2510.142,2675.369,2352.401
2,Day 2,Tray 3,3,DJI_20260620131152_0003,68,7,8,Yes,Yes,No,Day 2,2,121,121,0.12156,315.483,direct_cup_evidence,2925.346,2180.916,3240.829,2496.399,3083.088,2338.657
2,Day 2,Tray 3,3,DJI_20260620131152_0003,69,7,9,Yes,Yes,No,Day 1,1,1467,1467,1.47378,315.483,direct_cup_evidence,3337.646,2185.497,3653.129,2500.98,3495.388,2343.238
2,Day 2,Tray 3,3,DJI_20260620131152_0003,70,7,10,Yes,Yes,No,Day 2,2,368,368,0.36853,315.483,direct_cup_evidence,3736.203,2174.044,4051.686,2489.527,3893.944,2331.786
2,Day 2,Tray 4,4,DJI_20260620131233_0004,1,1,1,Yes,Yes,No,Day 1,1,1118,1118,1.12673,315.145,direct_cup_evidence,64.611,85.226,379.756,400.371,222.184,242.799
2,Day 2,Tray 4,4,DJI_20260620131233_0004,2,1,2,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,481.493,85.226,796.637,400.371,639.065,242.799
2,Day 2,Tray 4,4,DJI_20260620131233_0004,3,1,3,Yes,Yes,No,Day 2,2,477,477,0.48073,315.145,direct_cup_evidence,882.34,82.936,1197.485,398.081,1039.912,240.508
2,Day 2,Tray 4,4,DJI_20260620131233_0004,4,1,4,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,1301.511,80.645,1616.656,395.79,1459.084,238.218
2,Day 2,Tray 4,4,DJI_20260620131233_0004,5,1,5,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,1716.102,80.645,2031.247,395.79,1873.674,238.218
2,Day 2,Tray 4,4,DJI_20260620131233_0004,6,1,6,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,2128.402,78.355,2443.547,393.5,2285.974,235.927
2,Day 2,Tray 4,4,DJI_20260620131233_0004,7,1,7,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,2542.993,78.355,2858.137,393.5,2700.565,235.927
2,Day 2,Tray 4,4,DJI_20260620131233_0004,8,1,8,Yes,Yes,No,Day 1,1,1082,1082,1.087,315.145,direct_cup_evidence,2950.711,78.355,3265.856,393.5,3108.284,235.927
2,Day 2,Tray 4,4,DJI_20260620131233_0004,9,1,9,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,3358.43,78.355,3673.575,393.5,3516.003,235.927
2,Day 2,Tray 4,4,DJI_20260620131233_0004,10,1,10,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,3754.696,78.355,4069.841,393.5,3912.269,235.927
2,Day 2,Tray 4,4,DJI_20260620131233_0004,11,2,1,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,64.611,437.972,379.756,753.117,222.184,595.544
2,Day 2,Tray 4,4,DJI_20260620131233_0004,12,2,2,Yes,Yes,No,Day 1,1,2220,2220,2.23734,315.145,direct_cup_evidence,472.33,431.1,787.475,746.245,629.903,588.673
2,Day 2,Tray 4,4,DJI_20260620131233_0004,13,2,3,Yes,Yes,No,Day 1,1,922,922,0.9292,315.145,direct_cup_evidence,889.211,431.1,1204.356,746.245,1046.784,588.673
2,Day 2,Tray 4,4,DJI_20260620131233_0004,14,2,4,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,1301.511,431.1,1616.656,746.245,1459.084,588.673
2,Day 2,Tray 4,4,DJI_20260620131233_0004,15,2,5,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,1718.393,428.81,2033.537,743.955,1875.965,586.382
2,Day 2,Tray 4,4,DJI_20260620131233_0004,16,2,6,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,2132.983,428.81,2448.128,743.955,2290.556,586.382
2,Day 2,Tray 4,4,DJI_20260620131233_0004,17,2,7,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,2570.479,394.451,2885.624,709.596,2728.052,552.024
2,Day 2,Tray 4,4,DJI_20260620131233_0004,18,2,8,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,2953.002,424.229,3268.147,739.374,3110.574,581.801
2,Day 2,Tray 4,4,DJI_20260620131233_0004,19,2,9,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,3363.011,426.519,3678.156,741.664,3520.584,584.092
2,Day 2,Tray 4,4,DJI_20260620131233_0004,20,2,10,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,3766.149,426.519,4081.294,741.664,3923.722,584.092
2,Day 2,Tray 4,4,DJI_20260620131233_0004,21,3,1,Yes,Yes,No,Day 2,2,309,309,0.31141,315.145,direct_cup_evidence,60.03,793.008,375.175,1108.153,217.603,950.581
2,Day 2,Tray 4,4,DJI_20260620131233_0004,22,3,2,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,479.202,793.008,794.347,1108.153,636.774,950.581
2,Day 2,Tray 4,4,DJI_20260620131233_0004,23,3,3,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,889.211,786.136,1204.356,1101.281,1046.784,943.709
2,Day 2,Tray 4,4,DJI_20260620131233_0004,24,3,4,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,1303.802,786.136,1618.947,1101.281,1461.374,943.709
2,Day 2,Tray 4,4,DJI_20260620131233_0004,25,3,5,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,1718.393,781.555,2033.537,1096.7,1875.965,939.128
2,Day 2,Tray 4,4,DJI_20260620131233_0004,26,3,6,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,2128.402,779.265,2443.547,1094.41,2285.974,936.837
2,Day 2,Tray 4,4,DJI_20260620131233_0004,27,3,7,Yes,Yes,No,Day 1,1,178,178,0.17939,315.145,direct_cup_evidence,2545.283,779.265,2860.428,1094.41,2702.856,936.837
2,Day 2,Tray 4,4,DJI_20260620131233_0004,28,3,8,Yes,Yes,No,Day 2,2,235,235,0.23684,315.145,direct_cup_evidence,2957.583,774.684,3272.728,1089.829,3115.156,932.256
2,Day 2,Tray 4,4,DJI_20260620131233_0004,29,3,9,No,No,No,,,0,0,0.0,315.145,direct_cup_evidence,3365.302,779.265,3680.447,1094.41,3522.874,936.837
